symbol,date,open,high,low,close,adjusted_close,volume,shl_HighLow,shl_Level,bos_BOS,bos_CHOCH,bos_Level,bos_BrokenIndex,ob_OB,ob_Top,ob_Bottom,ob_OBVolume,ob_MitigatedIndex,ob_Percentage,fvg_FVG,fvg_Top,fvg_Bottom,fvg_MitigatedIndex,liq_Liquidity,liq_Level,liq_End,liq_Swept,CoC+,level
TATAMOTORS.NSE,2024-07-15,1021.35,1029.8,986.65,990.0,981.5607,26082354,,,,,,,,,,,,,,,,,,,,,0.0,
TATAMOTORS.NSE,2024-07-22,990.0,1120.5,967.2,1118.3,1108.767,83249153,,,,,,,,,,,,,1.0,1090.05,1029.8,240.0,,,,,0.0,
TATAMOTORS.NSE,2024-07-29,1124.0,1179.0,1090.05,1096.65,1087.3016,87647311,1.0,1179.0,,,,,-1.0,1179.0,1090.05,226515280.0,0.0,69.18492,,,,,,,,,0.0,
TATASTEEL.NSE,2024-09-09,150.9,155.4,147.62,153.4,149.9059,226951448,-1.0,147.62,,-1.0,147.62,251.0,,,,,,,,,,,,,,,1.0,147.62
TATASTEEL.NSE,2024-09-16,155.0,155.66,147.79,152.1,148.6355,166494068,,,,,,,,,,,,,,,,,,,,,0.0,
TATASTEEL.NSE,2024-09-23,154.38,169.01,152.8,166.13,162.346,390198554,,,,,,,,,,,,,1.0,164.0,155.66,249.0,,,,,0.0,
TATASTEEL.NSE,2024-09-30,167.5,170.18,164.0,166.92,163.118,272983780,1.0,170.18,,,,,-1.0,170.18,164.0,601306700.0,297.0,79.474594,,,,,,,,,0.0,
TATASTEEL.NSE,2024-10-07,167.1,167.95,156.6,160.85,157.1862,266269449,,,,,,,,,,,,,-1.0,164.0,163.38,281.0,,,,,0.0,
TATASTEEL.NSE,2024-10-14,161.88,163.38,151.1,155.5,151.9581,166204530,,,,,,,,,,,,,,,,,,,,,0.0,
TECHM.NSE,2020-05-04,515.0,538.6,490.0,536.2,442.4913,37129634,-1.0,490.0,,,,,,,,,,,,,,,,,,,1.0,490.0
TECHM.NSE,2020-05-11,541.5,549.75,507.4,510.55,421.324,23037880,,,,,,,,,,,,,,,,,,,,,0.0,
TECHM.NSE,2020-05-18,511.5,531.0,501.5,529.65,437.086,15893154,,,,,,,,,,,,,,,,,,,,,0.0,
TECHM.NSE,2020-05-26,533.0,540.75,512.05,530.45,437.7462,12454583,,,,,,,,,,,,,,,,,,,,,0.0,
TECHM.NSE,2020-06-01,538.5,593.55,537.05,579.85,478.5128,30856292,,,,,,,,,,,,,1.0,550.0,540.75,24.0,,,,,0.0,
TECHM.NSE,2020-06-08,585.8,605.35,550.0,554.7,457.7581,20877629,1.0,605.35,1.0,,605.35,29.0,,,,,,,,,,,,,,,0.0,
TECHM.NSE,2023-06-05,1124.1,1134.55,1060.1,1063.05,979.3579,13962922,-1.0,1060.1,,,,,1.0,1134.55,1060.1,33549180.0,0.0,66.06608,-1.0,1095.0,1087.9,181.0,,,,,1.0,1060.1
TECHM.NSE,2023-06-12,1066.0,1087.9,1062.15,1077.2,992.3939,10717756,,,,,,,,,,,,,,,,,,,,,0.0,
TECHM.NSE,2023-06-19,1079.0,1126.25,1074.05,1115.5,1027.6786,13346873,,,,,,,,,,,,,1.0,1104.7,1087.9,186.0,,,,,0.0,
TECHM.NSE,2023-06-26,1112.2,1132.5,1104.7,1130.85,1041.8201,7015033,,,,,,,,,,,,,,,,,,,,,0.0,
TECHM.NSE,2023-07-03,1136.0,1184.95,1115.1,1156.0,1064.9901,13187274,,,,,,,,,,,,,1.0,1135.6,1132.5,186.0,,,,,0.0,
TECHM.NSE,2023-07-10,1159.95,1232.0,1135.6,1228.65,1131.9205,13823990,,,,,,,,,,,,,,,,,,,,,0.0,
TITAN.NSE,2020-05-18,841.5,860.0,810.0,849.65,833.465,15283911,-1.0,810.0,,,,,,,,,,,,,,,,,,,1.0,810.0
TITAN.NSE,2020-05-26,856.0,904.1,855.15,890.0,873.0464,17131701,,,,,,,,,,,,,1.0,898.5,860.0,0.0,,,,,0.0,
TITAN.NSE,2020-06-01,898.5,1005.0,898.5,990.95,972.0734,26964919,,,,,,,,,,,,,,,,,,,,,0.0,
TITAN.NSE,2020-06-08,1009.0,1050.0,901.0,977.7,959.0758,42213810,1.0,1050.0,,,,,,,,,,,,,,,,,,,0.0,
TITAN.NSE,2020-06-15,979.95,994.95,933.65,975.85,957.2611,14109070,,,,,,,1.0,994.95,933.65,57802710.0,0.0,43.77143,,,,,,,,,0.0,
TITAN.NSE,2020-06-22,979.0,1026.0,961.9,966.2,947.7949,12950726,,,,,,,,,,,,,,,,,,,,,0.0,
TORNTPHARM.NSE,2022-09-26,1516.2,1565.9,1448.8,1559.85,1508.4369,3296669,-1.0,1448.8,,,,,,,,,,,,,,,,,,,1.0,1448.8
TORNTPHARM.NSE,2022-10-03,1559.8,1618.15,1549.3,1572.4,1520.5732,1647980,,,,,,,,,,,,,,,,,,,,,0.0,
TORNTPHARM.NSE,2022-10-10,1568.2,1624.9,1554.2,1595.05,1542.4767,1557325,,,,,,,,,,,,,,,,,,,,,0.0,
TORNTPHARM.NSE,2022-10-17,1590.0,1606.95,1557.0,1573.6,1521.7337,1013203,,,,,,,,,,,,,,,,,,,,,0.0,
TORNTPHARM.NSE,2022-10-24,1573.6,1611.45,1554.55,1601.2,1548.424,654666,,,,,,,,,,,,,,,,,,,,,0.0,
TORNTPHARM.NSE,2022-10-31,1597.0,1708.0,1597.0,1666.9,1611.9585,2343203,,,,,,,,,,,,,1.0,1642.5,1611.45,150.0,,,,,0.0,
TRENT.NSE,2020-05-18,439.0,464.8,401.05,442.45,439.36,1805357,-1.0,401.05,,,,,1.0,464.8,401.05,7381991.0,0.0,32.373596,,,,,,,,,1.0,401.05
TRENT.NSE,2020-05-26,452.0,474.85,437.05,468.85,465.57,1141170,,,,,,,,,,,,,1.0,480.0,464.8,0.0,,,,,0.0,
TRENT.NSE,2020-06-01,481.0,586.65,480.0,579.3,575.25,4435464,,,,,,,,,,,,,1.0,491.1,474.85,0.0,,,,,0.0,
TRENT.NSE,2020-06-08,585.0,590.0,491.1,516.35,512.74,1810085,,,,,,,,,,,,,,,,,,,,,0.0,
TRENT.NSE,2020-06-15,519.0,575.0,506.0,569.9,565.92,1581704,,,,,,,,,,,,,,,,,,,,,0.0,
TRENT.NSE,2020-06-22,573.0,707.0,558.0,687.4,682.6,7126172,1.0,707.0,1.0,,707.0,45.0,,,,,,,1.0,606.6,575.0,28.0,,,,,0.0,
TRENT.NSE,2022-06-20,1043.9,1069.0,1009.3,1058.7,1055.51,3494232,-1.0,1009.3,,,,,1.0,1069.0,1009.3,10216852.0,0.0,51.977234,,,,,,,,,1.0,1009.3
TRENT.NSE,2022-06-27,1080.9,1115.0,1030.0,1073.55,1070.31,3268734,,,,,,,,,,,,,,,,,,,,,0.0,
TRENT.NSE,2022-07-04,1073.55,1210.8,1073.55,1204.25,1200.62,3453886,,,,,,,,,,,,,1.0,1158.75,1115.0,160.0,,,,,0.0,
TRENT.NSE,2022-07-11,1202.8,1222.8,1158.75,1210.7,1207.05,2556100,,,,,,,,,,,,,,,,,,,,,0.0,
TRENT.NSE,2022-07-18,1222.0,1266.85,1195.05,1243.75,1240.0,3495150,,,,,,,,,,,,,,,,,,,,,0.0,
TRENT.NSE,2022-07-25,1237.5,1276.85,1221.3,1268.6,1264.77,2406387,,,,,,,,,,,,,1.0,1268.0,1266.85,157.0,,,,,0.0,
TRENT.NSE,2022-09-26,1420.0,1443.4,1353.0,1420.0,1415.72,3053299,-1.0,1353.0,,,,,,,,,,,,,,,,,,,1.0,1353.0
TRENT.NSE,2022-10-03,1419.0,1480.0,1383.0,1450.75,1446.37,2363428,,,,,,,,,,,,,,,,,,,,,0.0,
TRENT.NSE,2022-10-10,1430.0,1459.65,1373.85,1379.6,1375.44,2333063,,,,,,,,,,,,,,,,,,,,,0.0,
TRENT.NSE,2022-10-17,1377.95,1447.7,1354.05,1431.0,1426.68,2419777,,,,,,,,,,,,,,,,,,,,,0.0,
TRENT.NSE,2022-10-24,1446.35,1478.0,1419.7,1458.95,1454.55,1081616,,,,,,,,,,,,,1.0,1460.0,1447.7,149.0,,,,,0.0,
TRENT.NSE,2022-10-31,1460.0,1566.0,1460.0,1506.0,1501.46,4716162,1.0,1566.0,,,,,,,,,,,,,,,,,,,0.0,
VBL.NSE,2023-07-24,801.5,818.5,784.9,804.25,319.773,14657341,-1.0,784.9,,,,,1.0,818.5,784.9,68080700.0,244.0,27.436197,,,,,,,,,1.0,784.9
VBL.NSE,2023-07-31,804.25,839.05,795.5,825.3,328.1425,27683479,,,,,,,,,,,,,,,,,,,,,0.0,
VBL.NSE,2023-08-07,830.0,855.0,802.65,849.4,337.7248,25739887,,,,,,,,,,,,,,,,,,,,,0.0,
VBL.NSE,2023-08-14,850.05,934.65,833.8,899.25,358.0723,29936199,,,,,,,,,,,,,1.0,865.25,855.0,191.0,,,,,0.0,
VBL.NSE,2023-08-21,899.6,920.0,865.25,873.85,347.9583,16886325,,,,,,,,,,,,,,,,,,,,,0.0,
VBL.NSE,2023-08-28,874.85,913.2,859.05,910.45,362.532,16016087,,,,,,,,,,,,,,,,,,,,,0.0,
VEDL.NSE,2021-09-20,294.1,302.4,282.95,293.1,151.8806,47730015,-1.0,282.95,,,,,,,,,,,-1.0,296.7,295.15,92.0,,,,,1.0,282.95
VEDL.NSE,2021-09-27,293.9,295.15,283.15,285.85,148.1238,37678454,,,,,,,,,,,,,,,,,,,,,0.0,
VEDL.NSE,2021-10-04,288.1,308.0,286.15,294.05,152.3729,45430468,,,,,,,,,,,,,,,,,,,,,0.0,
VEDL.NSE,2021-10-11,293.95,342.45,292.7,331.9,171.9863,70793167,,,,,,,,,,,,,1.0,321.15,308.0,95.0,,,,,0.0,
VEDL.NSE,2021-10-18,345.25,385.9,321.15,323.85,167.8149,133347051,1.0,385.9,,,,,,,,,,,,,,,,,,,0.0,
VEDL.NSE,2021-10-25,326.0,332.6,295.0,304.0,157.5289,93636160,,,,,,,,,,,,,-1.0,321.15,317.25,97.0,,,,,0.0,
VEDL.NSE,2024-08-05,424.0,434.45,404.25,428.85,382.4862,71724804,-1.0,404.25,,,,,,,,,,,,,,,,,,,1.0,404.25
VEDL.NSE,2024-08-12,426.15,436.0,405.2,429.05,382.6645,45431298,,,,,,,,,,,,,,,,,,,,,0.0,
VEDL.NSE,2024-08-19,430.5,461.6,429.25,449.3,400.7253,49193437,,,,,,,,,,,,,1.0,452.0,436.0,245.0,,,,,0.0,
VEDL.NSE,2024-08-26,453.0,473.2,452.0,468.45,417.8049,57963585,,,,,,,,,,,,,,,,,,,,,0.0,
VEDL.NSE,2024-09-02,472.7,473.65,455.0,459.8,410.0901,80858533,,,,,,,,,,,,,,,,,,,,,0.0,
VEDL.NSE,2024-09-09,460.95,461.4,424.55,454.05,423.3586,69564479,,,,,,,,,,,,,,,,,,,,,0.0,
ZYDUSLIFE.NSE,2022-07-25,350.9,353.1,340.0,346.45,338.388,6821613,-1.0,340.0,,,,,1.0,353.1,340.0,28039652.0,0.0,32.150066,,,,,,,,,1.0,340.0
ZYDUSLIFE.NSE,2022-08-01,347.3,365.9,342.75,357.7,349.3762,10021275,,,,,,,,,,,,,1.0,357.15,353.1,142.0,,,,,0.0,
ZYDUSLIFE.NSE,2022-08-08,358.25,388.5,357.15,386.7,377.7014,11196763,,,,,,,,,,,,,1.0,384.9,365.9,138.0,,,,,0.0,
ZYDUSLIFE.NSE,2022-08-16,390.0,401.75,384.9,387.1,378.0921,7891242,1.0,401.75,1.0,,401.75,144.0,,,,,,,,,,,,,,,0.0,
ZYDUSLIFE.NSE,2022-08-22,385.05,394.05,377.35,382.75,373.8433,4051108,,,,,,,,,,,,,-1.0,384.9,384.8,143.0,,,,,0.0,
ZYDUSLIFE.NSE,2022-08-29,374.9,384.8,368.0,368.5,359.9249,3184008,,,,,,,,,,,,,,,,,,,,,0.0,
