symbol,date,open,high,low,close,adjusted_close,volume,shl_HighLow,shl_Level,bos_BOS,bos_CHOCH,bos_Level,bos_BrokenIndex,ob_OB,ob_Top,ob_Bottom,ob_OBVolume,ob_MitigatedIndex,ob_Percentage,fvg_FVG,fvg_Top,fvg_Bottom,fvg_MitigatedIndex,liq_Liquidity,liq_Level,liq_End,liq_Swept,CoC+,level
DMART.NSE,2023-10-23,3750.05,3768.0,3620.1,3665.45,3665.45,1285594,,,,,,,,,,,,,-1.0,3742.1,3688.0,201.0,,,,,0.0,
DMART.NSE,2023-10-30,3686.7,3688.0,3620.0,3649.7,3649.7,1849430,-1.0,3620.0,,,,,,,,,,,,,,,,,,,0.0,
DMART.NSE,2023-11-06,3654.55,3825.0,3635.3,3802.7,3802.7,1305361,,,,,,,,,,,,,1.0,3740.2,3688.0,211.0,,,,,0.0,
DMART.NSE,2025-06-09,4201.6,4227.1,3928.9,4051.9,4051.9,5561650,-1.0,3928.9,,,,,1.0,4227.1,3928.9,11503651.0,0.0,19.503405,,,,,-1.0,3929.45,289.0,0.0,1.0,3928.9
DMART.NSE,2025-06-16,4034.8,4324.5,3983.6,4300.3,4300.3,4064562,,,,,,,,,,,,,1.0,4236.7,4227.1,287.0,,,,,0.0,
DMART.NSE,2025-06-23,4269.1,4358.6,4236.7,4313.5,4313.5,2376858,,,,,,,,,,,,,,,,,,,,,0.0,
DMART.NSE,2025-06-30,4319.8,4495.5,4217.9,4261.1,4261.1,4860425,1.0,4495.5,1.0,,4495.5,294.0,,,,,,,,,,,,,,,0.0,
DMART.NSE,2025-07-07,4279.0,4297.0,4041.0,4064.2,4064.2,1958058,,,,,,,,,,,,,-1.0,4217.9,4127.9,291.0,,,,,0.0,
DMART.NSE,2025-07-14,4090.0,4127.9,3930.0,4048.6,4048.6,4749810,-1.0,3930.0,,,,,1.0,4127.9,3930.0,8105667.0,0.0,21.381006,,,,,,,,,0.0,
BAJAJ-AUTO.NSE,2022-06-20,3620.25,3841.35,3574.8,3824.5,3547.3976,3023706,-1.0,3574.8,,-1.0,3574.8,143.0,,,,,,,,,,,,,,,1.0,3574.8
BAJAJ-AUTO.NSE,2022-06-27,3870.0,3958.45,3601.1,3621.7,3485.2221,4615536,,,,,,,,,,,,,,,,,,,,,0.0,
BAJAJ-AUTO.NSE,2022-07-04,3644.4,3836.1,3608.0,3825.0,3680.8611,2026062,,,,,,,,,,,,,,,,,,,,,0.0,
BAJAJ-AUTO.NSE,2022-07-11,3820.0,3919.0,3795.0,3910.1,3762.7542,1584979,,,,,,,,,,,,,1.0,3925.1,3836.1,134.0,,,,,0.0,
BAJAJ-AUTO.NSE,2022-07-18,3930.0,4091.0,3925.1,4055.0,3902.1939,2055324,,,,,,,,,,,,,,,,,,,,,0.0,
BAJAJ-AUTO.NSE,2022-07-25,4054.5,4073.95,3845.15,3911.7,3764.2939,2606954,,,,,,,,,,,,,,,,,,,,,0.0,
BAJFINANCE.NSE,2020-10-19,651.02,671.36,620.28,662.8,298.6987,252863170,-1.0,620.28,,,,,1.0,671.36,620.28,727527000.0,0.0,53.272057,,,,,,,,,1.0,620.28
BAJFINANCE.NSE,2020-10-26,666.0,697.98,647.34,660.0,297.4369,222844490,,,,,,,,,,,,,,,,,,,,,0.0,
BAJFINANCE.NSE,2020-11-02,665.12,765.46,654.94,753.72,339.6729,251819300,,,,,,,,,,,,,1.0,757.22,697.98,0.0,,,,,0.0,
BAJFINANCE.NSE,2020-11-09,762.0,887.0,757.22,870.2,392.166,419359760,,,,,,,,,,,,,1.0,869.0,765.46,291.0,,,,,0.0,
BAJFINANCE.NSE,2020-11-17,879.74,957.0,869.0,943.4,425.1544,304519570,,,,,,,,,,,,,1.0,928.0,887.0,67.0,,,,,0.0,
BAJFINANCE.NSE,2020-11-23,953.8,992.0,928.0,974.96,439.3773,350236600,,,,,,,,,,,,,,,,,,,,,0.0,
BAJAJFINSV.NSE,2020-10-26,2936.35,2936.35,2755.55,2775.0,553.7543,44998620,-1.0,2755.55,,,,,1.0,2936.35,2755.55,117389800.0,140.0,37.045242,,,,,,,,,1.0,2755.55
BAJAJFINSV.NSE,2020-11-02,2800.7,3175.0,2780.0,3133.0,625.1936,40659080,,,,,,,,,,,,,1.0,3128.75,2936.35,141.0,,,,,0.0,
BAJAJFINSV.NSE,2020-11-09,3175.0,3722.0,3128.75,3641.0,726.5655,89330380,,,,,,,,,,,,,1.0,3625.5,3175.0,141.0,,,,,0.0,
BAJAJFINSV.NSE,2020-11-17,3680.5,4294.35,3625.5,4274.4,852.9612,101456330,,,,,,,,,,,,,1.0,4310.5,3722.0,51.0,,,,,0.0,
BAJAJFINSV.NSE,2020-11-23,4355.0,4504.5,4310.5,4356.0,869.2445,100651860,,,,,,,,,,,,,1.0,4330.85,4294.35,51.0,,,,,0.0,
BAJAJFINSV.NSE,2020-12-01,4400.0,4617.25,4330.85,4526.0,903.1682,40787430,,,,,,,,,,,,,,,,,,,,,0.0,
BAJAJHLDNG.NSE,2025-03-03,11594.75,12095.0,11082.65,11789.1,11765.3008,448556,-1.0,11082.65,,,,,,,,,,,,,,,,,,,1.0,11082.65
BAJAJHLDNG.NSE,2025-03-10,11838.1,12015.0,11283.8,11339.0,11316.1094,265470,,,,,,,,,,,,,,,,,,,,,0.0,
BAJAJHLDNG.NSE,2025-03-17,11442.85,12390.0,11311.3,12324.0,12299.121,471341,,,,,,,,,,,,,1.0,12203.35,12015.0,274.0,,,,,0.0,
BAJAJHLDNG.NSE,2025-03-24,12400.0,12899.95,12203.35,12481.75,12456.5525,320511,1.0,12899.95,,1.0,12899.95,280.0,,,,,,,,,,,,,,,0.0,
BAJAJHLDNG.NSE,2025-04-01,12499.0,12532.0,11201.15,11490.0,11466.8046,393360,,,,,,,,,,,,,-1.0,12203.35,11384.0,276.0,,,,,0.0,
BAJAJHLDNG.NSE,2025-04-07,10400.0,11384.0,10400.0,11235.0,11212.3194,459688,-1.0,10400.0,,,,,1.0,11384.0,10400.0,827898.0,0.0,28.558186,,,,,,,,,0.0,
BEL.NSE,2020-05-11,60.51,68.79,57.75,67.74,20.5155,302408463,-1.0,57.75,,,,,1.0,68.79,57.75,666537700.0,0.0,43.326206,,,,,,,,,1.0,57.75
BEL.NSE,2020-05-18,71.01,71.79,61.5,63.06,19.0981,337780209,,,,,,,,,,,,,,,,,,,,,0.0,
BEL.NSE,2020-05-26,63.54,70.44,63.36,69.21,20.9607,190940724,,,,,,,,,,,,,,,,,,,,,0.0,
BEL.NSE,2020-06-01,69.99,74.79,68.64,73.95,22.3962,201488277,,,,,,,,,,,,,,,,,,,,,0.0,
BEL.NSE,2020-06-08,75.21,77.4,67.41,71.91,21.7784,183598707,,,,,,,,,,,,,,,,,,,,,0.0,
BEL.NSE,2020-06-15,71.94,81.51,69.21,80.04,24.2406,281450730,,,,,,,,,,,,,1.0,80.19,77.4,0.0,,,,,0.0,
BPCL.NSE,2020-05-18,320.56,324.0,291.8,313.5,120.3449,81776494,-1.0,291.8,,,,,,,,,,,,,,,-1.0,291.655,236.0,255.0,1.0,291.8
BPCL.NSE,2020-05-26,315.0,347.16,312.06,340.36,130.6558,75620066,,,,,,,,,,,,,1.0,337.3,324.0,41.0,,,,,0.0,
BPCL.NSE,2020-06-01,344.3,372.5,337.3,371.0,142.4177,107982748,,,,,,,,,,,,,1.0,355.26,347.16,39.0,,,,,0.0,
BPCL.NSE,2020-06-08,379.6,402.06,355.26,373.4,143.339,96815496,1.0,402.06,1.0,,402.06,28.0,,,,,,,,,,,,,,,0.0,
BPCL.NSE,2020-06-15,373.9,384.5,356.5,381.56,146.4714,60140402,,,,,,,,,,,,,,,,,,,,,0.0,
BPCL.NSE,2020-06-22,383.0,396.96,367.3,394.3,151.362,75029572,,,,,,,,,,,,,,,,,,,,,0.0,
BPCL.NSE,2020-12-21,393.0,393.0,357.0,377.3,144.8361,69727246,-1.0,357.0,,,,,,,,,,,-1.0,389.26,385.6,53.0,-1.0,357.2,103.0,112.0,1.0,357.0
BPCL.NSE,2020-12-28,380.0,385.6,377.66,382.5,146.8323,38341514,,,,,,,,,,,,,,,,,,,,,0.0,
BPCL.NSE,2021-01-04,384.9,406.0,382.56,400.5,153.742,79564158,,,,,,,,,,,,,1.0,395.36,385.6,55.0,,,,,0.0,
BPCL.NSE,2021-01-11,404.0,430.0,395.36,414.4,159.0779,115548536,1.0,430.0,1.0,,430.0,60.0,,,,,,,,,,,,,,,0.0,
BPCL.NSE,2021-01-18,414.0,423.0,394.96,396.9,152.3601,70697478,,,,,,,,,,,,,,,,,,,,,0.0,
BPCL.NSE,2021-01-25,400.0,402.86,376.26,385.76,148.0837,56956978,-1.0,376.26,,,,,,,,,,,,,,,,,,,0.0,
BPCL.NSE,2022-07-11,326.36,326.36,304.16,312.7,135.8476,54027122,-1.0,304.16,,-1.0,304.16,145.0,,,,,,,,,,,,,,,1.0,304.16
BPCL.NSE,2022-07-18,313.5,325.4,309.66,319.8,138.9321,32353882,,,,,,,,,,,,,,,,,,,,,0.0,
BPCL.NSE,2022-07-25,320.3,331.16,314.16,329.8,143.2765,33980652,,,,,,,,,,,,,1.0,327.8,325.4,136.0,,,,,0.0,
BPCL.NSE,2022-08-01,331.0,341.5,327.8,336.5,146.1872,28103468,,,,,,,,,,,,,,,,,,,,,0.0,
BPCL.NSE,2022-08-08,329.5,334.46,320.2,334.26,145.214,33352320,,,,,,,,,,,,,,,,,,,,,0.0,
BPCL.NSE,2022-08-16,334.46,355.26,333.06,337.2,149.0654,39450426,1.0,355.26,,,,,,,,,,,,,,,1.0,354.90668,158.0,168.0,0.0,
BPCL.NSE,2024-08-12,331.8,336.8,320.65,333.35,322.0517,38683065,-1.0,320.65,,-1.0,320.65,251.0,,,,,,,,,,,,,,,1.0,320.65
BPCL.NSE,2024-08-19,337.8,358.0,336.35,353.0,341.0357,81676646,,,,,,,,,,,,,1.0,343.5,336.8,245.0,,,,,0.0,
BPCL.NSE,2024-08-26,355.45,365.5,343.5,356.8,344.7069,57018464,,,,,,,,,,,,,,,,,,,,,0.0,
BPCL.NSE,2024-09-02,361.0,367.2,351.05,352.25,340.3111,78022614,,,,,,,,,,,,,,,,,,,,,0.0,
BPCL.NSE,2024-09-09,352.1,353.55,338.55,341.85,330.2636,56509071,,,,,,,,,,,,,-1.0,351.05,344.9,247.0,,,,,0.0,
BPCL.NSE,2024-09-16,344.9,344.9,322.95,332.0,320.7475,43391815,,,,,,,,,,,,,,,,,,,,,0.0,
BOSCHLTD.NSE,2022-06-20,13400.0,14327.6,13165.0,14266.8,13475.9838,106718,-1.0,13165.0,,,,,1.0,14327.6,13165.0,465056.0,0.0,15.447783,1.0,14326.3,14145.4,0.0,,,,,1.0,13165.0
BOSCHLTD.NSE,2022-06-27,14474.9,15731.2,14326.3,15686.3,14816.8002,296110,,,,,,,,,,,,,1.0,15591.6,14327.6,143.0,,,,,0.0,
BOSCHLTD.NSE,2022-07-04,15660.0,16308.85,15591.6,16139.5,15244.8791,154044,,,,,,,,,,,,,1.0,15881.4,15731.2,143.0,,,,,0.0,
BOSCHLTD.NSE,2022-07-11,16100.0,16665.7,15881.4,16434.35,15618.812,126870,,,,,,,,,,,,,,,,,,,,,0.0,
BOSCHLTD.NSE,2022-07-18,16499.0,17127.6,16225.25,16828.3,15993.2126,209157,,,,,,,,,,,,,,,,,,,,,0.0,
BOSCHLTD.NSE,2022-07-25,16828.3,17230.0,16220.0,17115.8,16266.4458,200831,,,,,,,,,,,,,,,,,,,,,0.0,
BOSCHLTD.NSE,2023-10-03,19060.0,19342.0,18600.0,19303.95,18816.7422,71066,-1.0,18600.0,,,,,1.0,19342.0,18600.0,445132.0,0.0,55.22482,,,,,,,,,1.0,18600.0
BOSCHLTD.NSE,2023-10-09,19200.0,20932.1,19051.3,20529.45,20011.3121,215700,1.0,20932.1,1.0,,20932.1,203.0,,,,,,,1.0,19933.25,19342.0,199.0,,,,,0.0,
BOSCHLTD.NSE,2023-10-16,20552.45,20775.7,19933.25,20088.7,19581.6861,98086,,,,,,,,,,,,,,,,,,,,,0.0,
BOSCHLTD.NSE,2023-10-23,20099.9,20136.0,19480.0,19742.65,19244.3699,90752,,,,,,,,,,,,,-1.0,19933.25,19927.2,202.0,,,,,0.0,
BOSCHLTD.NSE,2023-10-30,19742.65,19927.2,19300.0,19519.5,19026.852,55435,-1.0,19300.0,,,,,1.0,19927.2,19300.0,433766.0,0.0,39.911427,,,,,,,,,0.0,
BOSCHLTD.NSE,2023-11-06,19608.0,19895.55,19315.2,19572.45,19078.4656,123737,,,,,,,,,,,,,,,,,,,,,0.0,
CGPOWER.NSE,2023-05-08,306.75,335.0,290.0,332.0,330.3785,17988427,-1.0,290.0,,,,,,,,,,,1.0,329.05,316.4,0.0,,,,,1.0,290.0
CGPOWER.NSE,2023-05-15,330.3,344.75,329.05,341.6,339.9316,9749634,,,,,,,,,,,,,1.0,339.1,335.0,0.0,,,,,0.0,
CGPOWER.NSE,2023-05-22,340.95,389.25,339.1,385.7,383.8162,14787257,,,,,,,,,,,,,1.0,375.55,344.75,179.0,,,,,0.0,
CGPOWER.NSE,2023-05-29,388.9,397.8,375.55,379.85,377.9948,17474202,1.0,397.8,1.0,,397.8,184.0,,,,,,,,,,,,,,,0.0,
CGPOWER.NSE,2023-06-05,380.85,389.0,369.0,380.0,378.1441,8254317,,,,,,,,,,,,,,,,,,,,,0.0,
CGPOWER.NSE,2023-06-12,382.0,384.8,373.6,378.75,376.9002,5215548,,,,,,,,,,,,,,,,,,,,,0.0,
CGPOWER.NSE,2024-02-26,432.25,494.95,421.0,473.0,472.0612,33561406,-1.0,421.0,,,,,,,,,,,1.0,450.35,446.0,219.0,,,,,1.0,421.0
CGPOWER.NSE,2024-03-04,476.05,479.8,450.35,457.95,457.0411,8505703,,,,,,,,,,,,,,,,,,,,,0.0,
CGPOWER.NSE,2024-03-11,465.85,485.0,449.4,465.2,464.2767,23274747,,,,,,,,,,,,,,,,,,,,,0.0,
CGPOWER.NSE,2024-03-18,476.0,549.95,462.05,534.1,533.04,51626315,,,,,,,,,,,,,1.0,526.5,485.0,222.0,,,,,0.0,
CGPOWER.NSE,2024-03-26,528.0,556.4,526.5,537.0,535.9342,14381115,1.0,556.4,1.0,,556.4,225.0,,,,,,,,,,,,,,,0.0,
CGPOWER.NSE,2024-04-01,546.05,555.3,505.55,515.25,514.2274,18825880,,,,,,,,,,,,,-1.0,526.5,518.7,224.0,,,,,0.0,
CGPOWER.NSE,2024-09-09,675.9,739.0,658.75,714.0,712.5829,19700278,-1.0,658.75,,,,,,,,,,,1.0,711.55,705.0,249.0,,,,,1.0,658.75
CGPOWER.NSE,2024-09-16,717.95,752.0,711.55,746.85,745.3677,12615075,,,,,,,,,,,,,1.0,743.1,739.0,248.0,,,,,0.0,
CGPOWER.NSE,2024-09-23,749.25,814.4,743.1,759.45,757.9427,17364164,,,,,,,,,,,,,,,,,,,,,0.0,
CGPOWER.NSE,2024-09-30,765.9,771.95,715.75,720.45,719.0201,7596049,,,,,,,,,,,,,,,,,,,,,0.0,
CGPOWER.NSE,2024-10-07,718.0,874.7,709.05,852.7,851.0076,31275509,1.0,874.7,,,,,,,,,,,1.0,815.0,771.95,251.0,,,,,0.0,
CGPOWER.NSE,2024-10-14,858.15,866.15,815.0,816.55,814.9294,15095410,,,,,,,,,,,,,,,,,,,,,0.0,
CANBK.NSE,2020-10-26,89.55,90.5,84.35,86.2,17.24,189188415,-1.0,84.35,,,,,,,,,,,,,,,,,,,1.0,84.35
CANBK.NSE,2020-11-02,87.0,93.5,86.25,92.05,18.41,218233815,,,,,,,,,,,,,,,,,,,,,0.0,
CANBK.NSE,2020-11-09,92.8,97.7,90.3,92.05,18.41,268612345,,,,,,,,,,,,,,,,,,,,,0.0,
CANBK.NSE,2020-11-17,92.6,95.3,92.05,93.3,18.66,129218450,,,,,,,,,,,,,,,,,,,,,0.0,
CANBK.NSE,2020-11-23,94.4,105.7,92.5,103.8,20.76,489508155,,,,,,,,,,,,,1.0,103.85,95.3,231.0,,,,,0.0,
CANBK.NSE,2020-12-01,104.95,114.4,103.85,111.2,22.24,700220750,,,,,,,,,,,,,1.0,111.35,105.7,51.0,,,,,0.0,
CANBK.NSE,2023-03-20,280.0,288.45,272.35,273.8,54.76,170457140,-1.0,272.35,,,,,1.0,288.45,272.35,407699420.0,227.0,35.517483,,,,,,,,,1.0,272.35
CANBK.NSE,2023-03-27,274.95,285.85,272.5,284.45,56.89,171194210,,,,,,,,,,,,,,,,,,,,,0.0,
CANBK.NSE,2023-04-03,286.7,288.5,281.2,284.55,56.91,70701090,,,,,,,,,,,,,,,,,,,,,0.0,
CANBK.NSE,2023-04-10,285.85,292.2,282.4,291.25,58.25,106853060,,,,,,,,,,,,,,,,,,,,,0.0,
CANBK.NSE,2023-04-17,291.0,301.15,288.3,295.3,59.06,141593820,,,,,,,,,,,,,1.0,296.15,292.2,175.0,,,,,0.0,
CANBK.NSE,2023-04-24,296.9,318.1,296.15,317.45,63.49,159252535,,,,,,,,,,,,,1.0,316.0,301.15,175.0,,,,,0.0,
CANBK.NSE,2023-06-26,296.4,303.2,291.65,301.85,60.37,95787440,-1.0,291.65,,,,,1.0,303.2,291.65,511472450.0,227.0,30.836147,,,,,,,,,1.0,291.65
CANBK.NSE,2023-07-03,303.0,336.7,302.55,333.7,66.74,295138520,,,,,,,,,,,,,1.0,319.8,303.2,191.0,,,,,0.0,
CANBK.NSE,2023-07-10,335.6,339.5,319.8,326.6,65.32,176557165,,,,,,,,,,,,,,,,,,,,,0.0,
CANBK.NSE,2023-07-17,328.0,345.0,325.0,338.15,67.63,218977370,,,,,,,,,,,,,,,,,,,,,0.0,
CANBK.NSE,2023-07-24,340.0,351.4,330.0,343.25,68.65,335907485,1.0,351.4,1.0,,351.4,193.0,,,,,,,,,,,,,,,0.0,
CANBK.NSE,2023-07-31,344.9,346.7,323.75,328.75,65.75,170899850,,,,,,,,,,,,,,,,,,,,,0.0,
CIPLA.NSE,2022-01-17,915.6,920.2,860.0,867.45,841.8197,7586541,-1.0,860.0,,,,,,,,,,,,,,,,,,,1.0,860.0
CIPLA.NSE,2022-01-24,871.5,942.0,867.45,932.25,904.7051,17602347,,,,,,,,,,,,,1.0,930.65,920.2,110.0,,,,,0.0,
CIPLA.NSE,2022-01-31,939.0,959.0,930.65,946.1,918.1459,8322394,,,,,,,,,,,,,,,,,,,,,0.0,
CIPLA.NSE,2022-02-07,946.2,977.35,927.05,958.5,930.1795,8611739,1.0,977.35,1.0,,977.35,114.0,,,,,,,,,,,,,,,0.0,
CIPLA.NSE,2022-02-14,947.0,962.9,903.05,909.1,882.2391,19618313,,,,,,,,,,,,,-1.0,927.05,926.7,113.0,,,,,0.0,
CIPLA.NSE,2022-02-21,903.1,926.7,888.15,923.65,896.3592,9973166,-1.0,888.15,,,,,,,,,,,,,,,,,,,0.0,
DABUR.NSE,2025-06-23,465.65,488.3,463.1,486.35,481.5205,11305036,-1.0,463.1,,,,,1.0,488.3,463.1,34799452.0,0.0,42.798904,1.0,479.4,474.35,0.0,,,,,1.0,463.1
DABUR.NSE,2025-06-30,487.4,497.4,479.4,495.1,490.1836,13064515,,,,,,,,,,,,,1.0,496.05,488.3,0.0,,,,,0.0,
DABUR.NSE,2025-07-07,501.9,535.9,496.05,530.85,525.5787,22231146,,,,,,,,,,,,,1.0,518.35,497.4,290.0,,,,,0.0,
DABUR.NSE,2025-07-14,533.5,536.5,518.35,522.6,522.6,8127994,,,,,,,,,,,,,,,,,,,,,0.0,
DABUR.NSE,2025-07-21,520.1,522.15,508.35,511.35,511.35,10390937,,,,,,,,,,,,,,,,,,,,,0.0,
DABUR.NSE,2025-07-28,507.0,547.7,507.0,534.35,534.35,18088232,1.0,547.7,,,,,,,,,,,,,,,,,,,0.0,
DIVISLAB.NSE,2022-02-21,4345.0,4345.0,3916.6,4138.35,4030.8092,2268594,-1.0,3916.6,,-1.0,3916.6,125.0,,,,,,,,,,,,,,,1.0,3916.6
DIVISLAB.NSE,2022-02-28,4120.0,4310.85,4063.0,4094.7,3988.2935,2039255,,,,,,,,,,,,,,,,,,,,,0.0,
DIVISLAB.NSE,2022-03-07,4050.0,4353.0,3974.05,4339.4,4226.6346,2107323,,,,,,,,,,,,,1.0,4325.1,4310.85,122.0,,,,,0.0,
DIVISLAB.NSE,2022-03-14,4340.0,4519.9,4325.1,4504.35,4387.2982,1561921,,,,,,,,,,,,,1.0,4410.0,4353.0,117.0,,,,,0.0,
DIVISLAB.NSE,2022-03-21,4525.0,4573.85,4410.0,4454.15,4338.4027,1962541,,,,,,,,,,,,,,,,,,,,,0.0,
DIVISLAB.NSE,2022-03-28,4433.0,4625.0,4335.1,4379.7,4265.8874,2226258,,,,,,,,,,,,,,,,,,,,,0.0,
DRREDDY.NSE,2023-12-11,5500.0,5634.8,5370.0,5603.8,1080.8179,23687430,-1.0,5370.0,,,,,,,,,,,,,,,,,,,1.0,5370.0
DRREDDY.NSE,2023-12-18,5585.0,5689.0,5471.2,5624.9,1084.8875,8706800,,,,,,,,,,,,,,,,,,,,,0.0,
DRREDDY.NSE,2023-12-26,5627.5,5890.8,5601.3,5804.0,1119.431,9473305,,,,,,,,,,,,,1.0,5800.0,5689.0,210.0,,,,,0.0,
DRREDDY.NSE,2024-01-01,5800.0,5970.0,5800.0,5852.35,1128.7564,8345270,1.0,5970.0,1.0,,5970.0,213.0,,,,,,,,,,,,,,,0.0,
DRREDDY.NSE,2024-01-08,5880.9,5881.0,5645.1,5692.0,1097.8293,8122410,,,,,,,,,,,,,-1.0,5800.0,5799.0,212.0,,,,,0.0,
DRREDDY.NSE,2024-01-15,5737.95,5799.0,5520.65,5638.0,1087.4142,8291500,-1.0,5520.65,,,,,1.0,5799.0,5520.65,34285580.0,251.0,31.897646,,,,,,,,,0.0,
EICHERMOT.NSE,2024-12-16,4820.0,4865.0,4673.6,4734.5,4673.8956,2024361,-1.0,4673.6,,,,,,,,,,,,,,,,,,,1.0,4673.6
EICHERMOT.NSE,2024-12-23,4750.0,4954.95,4698.0,4876.9,4814.4728,1336093,,,,,,,,,,,,,,,,,,,,,0.0,
EICHERMOT.NSE,2024-12-30,4890.0,5385.7,4742.45,5310.75,5242.7693,4547148,,,,,,,,,,,,,1.0,5040.0,4954.95,263.0,,,,,0.0,
EICHERMOT.NSE,2025-01-06,5310.75,5350.0,5040.0,5058.45,4993.6989,1758144,,,,,,,,,,,,,,,,,,,,,0.0,
EICHERMOT.NSE,2025-01-13,5010.0,5134.1,4925.6,5012.3,4948.1396,1791660,,,,,,,,,,,,,,,,,,,,,0.0,
EICHERMOT.NSE,2025-01-20,5012.35,5224.5,4930.0,5206.3,5139.6563,2339427,,,,,,,,,,,,,,,,,,,,,0.0,
GAIL.NSE,2021-08-23,142.605,148.005,139.995,143.505,79.6272,88819004,-1.0,139.995,,-1.0,139.995,99.0,,,,,,,,,,,,,,,1.0,139.995
GAIL.NSE,2021-08-30,143.355,149.355,143.355,147.405,81.7912,90179622,,,,,,,,,,,,,,,,,,,,,0.0,
GAIL.NSE,2021-09-06,148.995,149.595,144.0,145.155,80.5427,51135246,,,,,,,,,,,,,,,,,,,,,0.0,
GAIL.NSE,2021-09-13,145.95,159.75,144.45,154.095,85.5033,141547083,,,,,,,,,,,,,,,,,,,,,0.0,
GAIL.NSE,2021-09-20,151.995,155.655,145.005,152.595,84.671,85312266,,,,,,,,,,,,,,,,,,,,,0.0,
GAIL.NSE,2021-09-27,154.995,166.2,151.995,163.155,90.5304,213289496,,,,,,,,,,,,,1.0,157.65,155.655,93.0,,,,,0.0,
GODREJCP.NSE,2020-05-04,530.0,537.45,484.05,499.55,483.6325,12445900,-1.0,484.05,,,,,1.0,537.45,484.05,27876772.0,0.0,41.928722,,,,,,,,,1.0,484.05
GODREJCP.NSE,2020-05-11,508.0,572.5,505.05,543.5,526.1821,15353443,,,,,,,,,,,,,,,,,,,,,0.0,
GODREJCP.NSE,2020-05-18,547.85,585.0,535.1,569.2,551.0632,8235383,,,,,,,,,,,,,,,,,,,,,0.0,
GODREJCP.NSE,2020-05-26,570.0,639.95,568.15,633.8,613.6048,10713143,,,,,,,,,,,,,1.0,627.15,585.0,23.0,,,,,0.0,
GODREJCP.NSE,2020-06-01,635.2,673.95,627.15,649.9,629.1918,8928245,,,,,,,,,,,,,,,,,,,,,0.0,
GODREJCP.NSE,2020-06-08,659.0,677.0,591.25,606.8,587.4651,8522374,,,,,,,,,,,,,,,,,,,,,0.0,
GODREJCP.NSE,2021-04-26,700.0,723.4,687.5,691.75,669.7083,3909881,-1.0,687.5,,,,,,,,,,,,,,,,,,,1.0,687.5
GODREJCP.NSE,2021-05-03,690.0,720.45,687.6,702.1,679.7285,3679718,,,,,,,,,,,,,,,,,,,,,0.0,
GODREJCP.NSE,2021-05-10,700.0,892.0,698.1,851.8,824.6585,36636453,1.0,892.0,,,,,,,,,,,1.0,810.5,720.45,73.0,,,,,0.0,
GODREJCP.NSE,2021-05-17,853.0,857.2,810.5,818.45,792.3712,11150960,,,,,,,,,,,,,,,,,,,,,0.0,
GODREJCP.NSE,2021-05-24,817.0,852.0,802.05,844.7,817.7848,14078489,,,,,,,,,,,,,,,,,,,,,0.0,
GODREJCP.NSE,2021-05-31,845.0,869.75,836.45,852.55,825.3846,7351559,,,,,,,,,,,,,,,,,,,,,0.0,
HCLTECH.NSE,2022-02-21,1153.1,1169.5,1092.0,1131.35,984.0359,15580922,-1.0,1092.0,,-1.0,1092.0,121.0,,,,,,,,,,,,,,,1.0,1092.0
HCLTECH.NSE,2022-02-28,1119.6,1154.85,1107.0,1139.95,991.5161,15930967,,,,,,,,,,,,,,,,,,,,,0.0,
HCLTECH.NSE,2022-03-07,1111.0,1207.15,1110.5,1193.95,1038.4847,19441542,,,,,,,,,,,,,1.0,1168.1,1154.85,116.0,,,,,0.0,
HCLTECH.NSE,2022-03-14,1193.45,1215.0,1168.1,1194.5,1038.9631,17625531,1.0,1215.0,,,,,-1.0,1215.0,1168.1,51318670.0,192.0,25.90012,,,,,1.0,1208.8,183.0,192.0,0.0,
HCLTECH.NSE,2022-03-21,1199.9,1209.9,1162.3,1184.0,1029.8303,15743753,,,,,,,,,,,,,,,,,,,,,0.0,
HCLTECH.NSE,2022-03-28,1184.9,1187.6,1152.05,1173.2,1020.4366,14409544,,,,,,,,,,,,,,,,,,,,,0.0,
HDFCBANK.NSE,2020-09-21,1055.0,1071.36,1025.0,1042.56,489.3172,94674766,-1.0,1025.0,,,,,1.0,1071.36,1025.0,301083400.0,294.0,45.867645,,,,,,,,,1.0,1025.0
HDFCBANK.NSE,2020-09-28,1048.96,1110.0,1042.66,1108.0,520.031,68814178,,,,,,,,,,,,,1.0,1111.0,1071.36,295.0,,,,,0.0,
HDFCBANK.NSE,2020-10-05,1112.0,1237.0,1111.0,1235.2,579.7313,137594432,,,,,,,,,,,,,1.0,1164.0,1110.0,295.0,,,,,0.0,
HDFCBANK.NSE,2020-10-12,1231.56,1242.76,1164.0,1203.36,564.7874,114227786,,,,,,,,,,,,,,,,,,,,,0.0,
HDFCBANK.NSE,2020-10-19,1235.0,1251.0,1192.6,1236.56,580.3696,143192234,,,,,,,,,,,,,,,,,,,,,0.0,
