Code,Name,Country,Exchange,Currency,Type,Isin,Company Name,Industry_x,Symbol,Series,ISIN Code,Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry_y,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
360ONE,360 ONE WAM LIMITED,India,NSE,INR,Common Stock,INE466L01038,360 ONE WAM Ltd.,Financial Services,360ONE,EQ,INE466L01038,542772,360 ONE WAM LIMITED,360ONE,360 ONE WAM LTD,Active,A ,1.00,INE466L01038,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
3MINDIA,3M India Limited,India,NSE,INR,Common Stock,INE470A01017,3M India Ltd.,Diversified,3MINDIA,EQ,INE470A01017,523395,3M India Ltd.,3MINDIA,3M India Ltd,Active,A ,10.00,INE470A01017,Diversified,Equity,Diversified,Diversified,Diversified,Diversified
AADHARHFC,Aadhar Housing Finance Ltd,India,NSE,INR,Common Stock,INE883F01010,Aadhar Housing Finance Ltd.,Financial Services,AADHARHFC,EQ,INE883F01010,544176,Aadhar Housing Finance Limited,AADHARHFC,Aadhar Housing Finance Ltd,Active,A ,10.00,INE883F01010,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
AARTIIND,Aarti Industries Limited,India,NSE,INR,Common Stock,INE769A01020,Aarti Industries Ltd.,Chemicals,AARTIIND,EQ,INE769A01020,524208,Aarti Industries Ltd,AARTIIND,Aarti Industries Ltd,Active,A ,5.00,INE769A01020,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
AAVAS,Aavas Financiers Limited,India,NSE,INR,Common Stock,INE216P01012,Aavas Financiers Ltd.,Financial Services,AAVAS,EQ,INE216P01012,541988,AAVAS Financiers Limited,AAVAS,AAVAS Financiers Ltd,Active,A ,10.00,INE216P01012,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
ABB,ABB India Limited,India,NSE,INR,Common Stock,INE117A01022,ABB India Ltd.,Capital Goods,ABB,EQ,INE117A01022,500002,ABB India Limited,ABB,ABB India Ltd,Active,A ,2.00,INE117A01022,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
ABBOTINDIA,Abbott India Limited,India,NSE,INR,Common Stock,INE358A01014,Abbott India Ltd.,Healthcare,ABBOTINDIA,EQ,INE358A01014,500488,Abbott India Ltd.,ABBOTINDIA,Abbott India Ltd,Active,A ,10.00,INE358A01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ABCAPITAL,Aditya Birla Capital Limited,India,NSE,INR,Common Stock,INE674K01013,Aditya Birla Capital Ltd.,Financial Services,ABCAPITAL,EQ,INE674K01013,540691,Aditya Birla Capital Ltd,ABCAPITAL,Aditya Birla Capital Ltd,Active,A ,10.00,INE674K01013,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
ABFRL,Aditya Birla Fashion and Retail Limited,India,NSE,INR,Common Stock,INE647O01011,Aditya Birla Fashion and Retail Ltd.,Consumer Services,ABFRL,EQ,INE647O01011,535755,Aditya Birla Fashion and Retail Limited,ABFRL,Aditya Birla Fashion and Retail Ltd,Active,A ,10.00,INE647O01011,Speciality Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
ABREL,Aditya Birla Real Estate Limited,India,NSE,INR,Common Stock,,Aditya Birla Real Estate Ltd.,Forest Materials,ABREL,EQ,INE055A01016,500040,ADITYA BIRLA REAL ESTATE LIMITED,ABREL,Aditya Birla Real Estate Ltd,Active,A ,10.00,INE055A01016,Paper & Paper Products,Equity,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
ABSLAMC,Aditya Birla Sun Life AMC Limited,India,NSE,INR,Common Stock,INE404A01024,Aditya Birla Sun Life AMC Ltd.,Financial Services,ABSLAMC,EQ,INE404A01024,543374,Aditya Birla Sun Life AMC Limited,ABSLAMC,Aditya Birla Sun Life AMC Ltd,Active,A ,5.00,INE404A01024,Asset Management Company,Equity,Financial Services,Financial Services,Capital Markets,Asset Management Company
ACC,ACC Limited,India,NSE,INR,Common Stock,INE012A01025,ACC Ltd.,Construction Materials,ACC,EQ,INE012A01025,500410,ACC Ltd,ACC,ACC Ltd,Active,A ,10.00,INE012A01025,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
ACE,Action Construction Equipment Limited,India,NSE,INR,Common Stock,INE731H01025,Action Construction Equipment Ltd.,Capital Goods,ACE,EQ,INE731H01025,532762,Action Construction Equipments Ltd.,ACE,Action Construction Equipment Ltd,Active,A ,2.00,INE731H01025,Construction Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
ACMESOLAR,ACME Solar Holdings Limited,India,NSE,INR,Common Stock,INE622W01025,ACME Solar Holdings Ltd.,Power,ACMESOLAR,EQ,INE622W01025,544283,ACME Solar Holdings Limited,ACMESOLAR,ACME Solar Holdings Ltd,Active,B ,2.00,INE622W01025,Power Generation,Equity,Utilities,Power,Power,Power Generation
ADANIENSOL,Adani Energy Solutions Limited,India,NSE,INR,Common Stock,INE931S01010,Adani Energy Solutions Ltd.,Power,ADANIENSOL,EQ,INE931S01010,539254,Adani Energy Solutions Limited,ADANIENSOL,Adani Energy Solutions Ltd,Active,A ,10.00,INE931S01010,Power Distribution,Equity,Utilities,Power,Power,Power Distribution
ADANIENT,Adani Enterprises Limited,India,NSE,INR,Common Stock,INE423A01024,Adani Enterprises Ltd.,Metals & Mining,ADANIENT,EQ,INE423A01024,512599,Adani Enterprises Ltd.,ADANIENT,Adani Enterprises Ltd,Active,A ,1.00,INE423A01024,Trading - Minerals,Equity,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Minerals
ADANIGREEN,Adani Green Energy Limited,India,NSE,INR,Common Stock,INE364U01010,Adani Green Energy Ltd.,Power,ADANIGREEN,EQ,INE364U01010,541450,Adani Green Energy Limited,ADANIGREEN,Adani Green Energy Ltd,Active,A ,10.00,INE364U01010,Power Generation,Equity,Utilities,Power,Power,Power Generation
ADANIPORTS,Adani Ports and Special Economic Zone Limited,India,NSE,INR,Common Stock,INE742F01042,Adani Ports and Special Economic Zone Ltd.,Services,ADANIPORTS,EQ,INE742F01042,532921,Adani Ports and Special Economic Zone Ltd,ADANIPORTS,Adani Ports and Special Economic Zone Ltd,Active,A ,2.00,INE742F01042,Port & Port services,Equity,Services,Services,Transport Infrastructure,Port & Port services
ADANIPOWER,Adani Power Limited,India,NSE,INR,Common Stock,INE814H01011,Adani Power Ltd.,Power,ADANIPOWER,EQ,INE814H01011,533096,Adani Power Limited,ADANIPOWER,Adani Power Ltd,Active,A ,10.00,INE814H01011,Integrated Power Utilities,Equity,Utilities,Power,Power,Integrated Power Utilities
AEGISLOG,Aegis Logistics Limited,India,NSE,INR,Common Stock,INE208C01025,Aegis Logistics Ltd.,Oil Gas & Consumable Fuels,AEGISLOG,EQ,INE208C01025,500003,Aegis Logistics Ltd.,AEGISLOG,Aegis Logistics Ltd,Active,A ,1.00,INE208C01025,Trading - Gas,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,Trading - Gas
AFCONS,AFCONS INFRASTRUCTURE LTD,India,NSE,INR,Common Stock,INE101I01011,Afcons Infrastructure Ltd.,Construction,AFCONS,EQ,INE101I01011,544280,Afcons Infrastructure Limited,AFCONS,Afcons Infrastructure Ltd,Active,B ,10.00,INE101I01011,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
AFFLE,Affle (India) Limited,India,NSE,INR,Common Stock,INE00WC01027,Affle 3i Ltd.,Information Technology,AFFLE,EQ,INE00WC01027,542752,AFFLE 3I LIMITED,AFFLE,Affle 3I Ltd,Active,A ,2.00,INE00WC01027,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
AIAENG,AIA Engineering Limited,India,NSE,INR,Common Stock,INE212H01026,AIA Engineering Ltd.,Capital Goods,AIAENG,EQ,INE212H01026,532683,AIA Engineering Ltd.,AIAENG,AIA Engineering Ltd,Active,A ,2.00,INE212H01026,Castings & Forgings,Equity,Industrials,Capital Goods,Industrial Products,Castings & Forgings
AIIL,AUTHUM INVESTMENT & INFRASTRUCTU ORD (BSE),India,NSE,INR,Common Stock,INE206F01022,Authum Investment & Infrastructure Ltd.,Financial Services,AIIL,EQ,INE206F01022,539177,Authum Investment & Infrastructure Limited,AIIL,Authum Investment & Infrastructure Ltd,Active,A ,1.00,INE206F01022,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
AJANTPHARM,Ajanta Pharma Limited,India,NSE,INR,Common Stock,INE031B01049,Ajanta Pharmaceuticals Ltd.,Healthcare,AJANTPHARM,EQ,INE031B01049,532331,Ajanta Pharma Ltd.,AJANTPHARM,Ajanta Pharma Ltd,Active,A ,2.00,INE031B01049,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
AKUMS,Akums Drugs and Pharmaceutical,India,NSE,INR,Common Stock,INE09XN01023,Akums Drugs and Pharmaceuticals Ltd.,Healthcare,AKUMS,EQ,INE09XN01023,544222,Akums Drugs and Pharmaceuticals Limited,AKUMS,Akums Drugs and Pharmaceuticals Ltd,Active,B ,2.00,INE09XN01023,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ALIVUS,Alivus Life Sciences Limited,India,NSE,INR,Common Stock,,Alivus Life Sciences Ltd.,Healthcare,ALIVUS,EQ,INE03Q201024,543322,ALIVUS LIFE SCIENCES LIMITED,ALIVUS,Alivus Life Sciences Ltd,Active,A ,2.00,INE03Q201024,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ALKEM,Alkem Laboratories Limited,India,NSE,INR,Common Stock,INE540L01014,Alkem Laboratories Ltd.,Healthcare,ALKEM,EQ,INE540L01014,539523,Alkem Laboratories Limited,ALKEM,Alkem Laboratories Ltd,Active,A ,2.00,INE540L01014,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ALKYLAMINE,Alkyl Amines Chemicals Limited,India,NSE,INR,Common Stock,INE150B01039,Alkyl Amines Chemicals Ltd.,Chemicals,ALKYLAMINE,EQ,INE150B01039,506767,Alkyl Amines Chemicals Ltd.,ALKYLAMINE,Alkyl Amines Chemicals Ltd-$,Active,A ,2.00,INE150B01039,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
ALOKINDS,Alok Industries Limited,India,NSE,INR,Common Stock,INE270A01029,Alok Industries Ltd.,Textiles,ALOKINDS,EQ,INE270A01029,521070,Alok Industries Ltd.,ALOKINDS,Alok Industries Ltd,Active,A ,1.00,INE270A01029,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
AMBER,Amber Enterprises India Limited,India,NSE,INR,Common Stock,INE371P01015,Amber Enterprises India Ltd.,Consumer Durables,AMBER,EQ,INE371P01015,540902,Amber Enterprises India Limited,AMBER,Amber Enterprises India Ltd,Active,A ,10.00,INE371P01015,Household Appliances,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
AMBUJACEM,Ambuja Cements Limited,India,NSE,INR,Common Stock,INE079A01024,Ambuja Cements Ltd.,Construction Materials,AMBUJACEM,EQ,INE079A01024,500425,Ambuja Cements Ltd.,AMBUJACEM,Ambuja Cements Ltd,Active,A ,2.00,INE079A01024,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
ANANDRATHI,Anand Rathi Wealth Limited,India,NSE,INR,Common Stock,INE463V01026,Anand Rathi Wealth Ltd.,Financial Services,ANANDRATHI,EQ,INE463V01026,543415,Anand Rathi Wealth Limited,ANANDRATHI,Anand Rathi Wealth Ltd,Active,A ,5.00,INE463V01026,Financial Products Distributor,Equity,Financial Services,Financial Services,Capital Markets,Financial Products Distributor
ANANTRAJ,Anant Raj Limited,India,NSE,INR,Common Stock,INE242C01024,Anant Raj Ltd.,Realty,ANANTRAJ,EQ,INE242C01024,515055,Anant Raj Limited,ANANTRAJ,Anant Raj Ltd-$,Active,A ,2.00,INE242C01024,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
ANGELONE,Angel One Limited,India,NSE,INR,Common Stock,INE732I01013,Angel One Ltd.,Financial Services,ANGELONE,EQ,INE732I01013,543235,ANGEL ONE LIMITED,ANGELONE,Angel One Ltd,Active,A ,10.00,INE732I01013,Stockbroking & Allied,Equity,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
APARINDS,Apar Industries Limited,India,NSE,INR,Common Stock,INE372A01015,Apar Industries Ltd.,Capital Goods,APARINDS,EQ,INE372A01015,523377,Apar Industries Ltd,GUJAP,Gujarat Apar Polymers Ltd,Delisted,Z ,10.00,INE372A01015, ,Equity,-,-,-,-
APARINDS,Apar Industries Limited,India,NSE,INR,Common Stock,INE372A01015,Apar Industries Ltd.,Capital Goods,APARINDS,EQ,INE372A01015,532259,Apar Industries Ltd,APARINDS,Apar Industries Ltd,Active,A ,10.00,INE372A01015,Other Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
APLAPOLLO,APL Apollo Tubes Limited,India,NSE,INR,Common Stock,INE702C01027,APL Apollo Tubes Ltd.,Capital Goods,APLAPOLLO,EQ,INE702C01027,533758,APL Apollo Tubes Limited,APLAPOLLO,APL Apollo Tubes Ltd,Active,A ,2.00,INE702C01027,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
APLLTD,Alembic Pharmaceuticals Limited,India,NSE,INR,Common Stock,INE901L01018,Alembic Pharmaceuticals Ltd.,Healthcare,APLLTD,EQ,INE901L01018,533573,ALEMBIC PHARMACEUTICALS LIMITED,APLLTD,Alembic Pharmaceuticals Ltd,Active,A ,2.00,INE901L01018,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
APOLLOHOSP,Apollo Hospitals Enterprise Limited,India,NSE,INR,Common Stock,INE437A01024,Apollo Hospitals Enterprise Ltd.,Healthcare,APOLLOHOSP,EQ,INE437A01024,508869,Apollo Hospitals Enterprises Ltd.,APOLLOHOSP,Apollo Hospitals Enterprise Ltd,Active,A ,5.00,INE437A01024,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
APOLLOTYRE,Apollo Tyres Limited,India,NSE,INR,Common Stock,INE438A01022,Apollo Tyres Ltd.,Automobile and Auto Components,APOLLOTYRE,EQ,INE438A01022,500877,Apollo Tyres Ltd,APOLLOTYRE,Apollo Tyres Ltd,Active,A ,1.00,INE438A01022,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
APTUS,Aptus Value Housing Finance India Limited,India,NSE,INR,Common Stock,INE852O01025,Aptus Value Housing Finance India Ltd.,Financial Services,APTUS,EQ,INE852O01025,543335,Aptus Value Housing Finance India Limited,APTUS,Aptus Value Housing Finance India Ltd,Active,A ,2.00,INE852O01025,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
ARE&M,Amara Raja Batteries Limited,India,NSE,INR,Common Stock,INE885A01032,Amara Raja Energy & Mobility Ltd.,Automobile and Auto Components,ARE&M,EQ,INE885A01032,500008,Amara Raja Energy & Mobility Limited,ARE&M,Amara Raja Energy & Mobility Ltd,Active,A ,1.00,INE885A01032,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
ASAHIINDIA,Asahi India Glass Limited,India,NSE,INR,Common Stock,INE439A01020,Asahi India Glass Ltd.,Automobile and Auto Components,ASAHIINDIA,EQ,INE439A01020,515030,Asahi India Glass Ltd.,ASAHIINDIA,Asahi India Glass Ltd,Active,A ,1.00,INE439A01020,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
ASHOKLEY,Ashok Leyland Limited,India,NSE,INR,Common Stock,INE208A01029,Ashok Leyland Ltd.,Capital Goods,ASHOKLEY,EQ,INE208A01029,500477,Ashok Leyland Ltd.,ASHOKLEY,Ashok Leyland Ltd,Active,A ,1.00,INE208A01029,Commercial Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Commercial Vehicles
ASIANPAINT,Asian Paints Limited,India,NSE,INR,Common Stock,INE021A01026,Asian Paints Ltd.,Consumer Durables,ASIANPAINT,EQ,INE021A01026,500820,Asian Paints Ltd.,ASIANPAINT,Asian Paints Ltd,Active,A ,1.00,INE021A01026,Paints,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
ASTERDM,Aster DM Healthcare Limited,India,NSE,INR,Common Stock,INE914M01019,Aster DM Healthcare Ltd.,Healthcare,ASTERDM,EQ,INE914M01019,540975,Aster DM Healthcare Limited,ASTERDM,Aster DM Healthcare Ltd,Active,A ,10.00,INE914M01019,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
ASTRAL,Astral Limited,India,NSE,INR,Common Stock,INE006I01046,Astral Ltd.,Capital Goods,ASTRAL,EQ,INE006I01046,532830,ASTRAL LIMITED,ASTRAL,Astral Ltd,Active,A ,1.00,INE006I01046,Plastic Products - Industrial,Equity,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
ASTRAZEN,AstraZeneca Pharma India Limited,India,NSE,INR,Common Stock,INE203A01020,AstraZenca Pharma India Ltd.,Healthcare,ASTRAZEN,EQ,INE203A01020,506820,AstraZeneca Pharma India Ltd.,ASTRAZEN,AstraZeneca Pharma India Ltd,Active,A ,2.00,INE203A01020,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
ATGL,Adani Total Gas Limited,India,NSE,INR,Common Stock,INE399L01023,Adani Total Gas Ltd.,Oil Gas & Consumable Fuels,ATGL,EQ,INE399L01023,542066,ADANI TOTAL GAS LIMITED,ATGL,Adani Total Gas Ltd,Active,A ,1.00,INE399L01023,LPG/CNG/PNG/LNG Supplier,Equity,Energy,"Oil, Gas & Consumable Fuels",Gas,LPG/CNG/PNG/LNG Supplier
ATUL,Atul Limited,India,NSE,INR,Common Stock,INE100A01010,Atul Ltd.,Chemicals,ATUL,EQ,INE100A01010,500027,Atul Limited.,ATUL,Atul Ltd,Active,A ,10.00,INE100A01010,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
ATUL,Atul Limited,India,NSE,INR,Common Stock,INE100A01010,Atul Ltd.,Chemicals,ATUL,EQ,INE100A01010,544024,Atul Limited.,ATUL7,Atul Ltd,Delisted,T ,10.00,INE100A01010, ,Equity,-,-,-,-
AUBANK,AU Small Finance Bank Limited,India,NSE,INR,Common Stock,INE949L01017,AU Small Finance Bank Ltd.,Financial Services,AUBANK,EQ,INE949L01017,540611,AU Small Finance Bank Limited,AUBANK,AU Small Finance Bank Ltd,Active,A ,10.00,INE949L01017,Other Bank,Equity,Financial Services,Financial Services,Banks,Other Bank
AUROPHARMA,Aurobindo Pharma Limited,India,NSE,INR,Common Stock,INE406A01037,Aurobindo Pharma Ltd.,Healthcare,AUROPHARMA,EQ,INE406A01037,524804,Aurobindo Pharma Ltd.,AUROPHARMA,Aurobindo Pharma Ltd,Active,A ,1.00,INE406A01037,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
AWL,Adani Wilmar Limited,India,NSE,INR,Common Stock,INE699H01024,AWL Agri Business Ltd.,Fast Moving Consumer Goods,AWL,EQ,INE699H01024,543458,AWL AGRI BUSINESS LIMITED,AWL,AWL Agri Business Ltd,Active,A ,1.00,INE699H01024,Edible Oil,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
AXISBANK,Axis Bank Limited,India,NSE,INR,Common Stock,INE238A01034,Axis Bank Ltd.,Financial Services,AXISBANK,EQ,INE238A01034,532215,AXIS Bank Ltd.,AXISBANK,AXIS Bank Ltd,Active,A ,2.00,INE238A01034,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
BAJAJ-AUTO,Bajaj Auto Limited,India,NSE,INR,Common Stock,INE917I01010,Bajaj Auto Ltd.,Automobile and Auto Components,BAJAJ-AUTO,EQ,INE917I01010,532977,Bajaj Auto Limited,BAJAJ-AUTO,Bajaj Auto Ltd,Active,A ,10.00,INE917I01010,2/3 Wheelers,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,2/3 Wheelers
BAJAJFINSV,Bajaj Finserv Limited,India,NSE,INR,Common Stock,INE918I01026,Bajaj Finserv Ltd.,Financial Services,BAJAJFINSV,EQ,INE918I01026,532978,Bajaj Finserv Limited,BAJAJFINSV,Bajaj Finserv Ltd,Active,A ,1.00,INE918I01026,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
BAJAJHFL,Bajaj Housing Finance,India,NSE,INR,Common Stock,INE377Y01014,Bajaj Housing Finance Ltd.,Financial Services,BAJAJHFL,EQ,INE377Y01014,544252,Bajaj Housing Finance Limited,BAJAJHFL,Bajaj Housing Finance Ltd,Active,A ,10.00,INE377Y01014,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
BAJAJHLDNG,Bajaj Holdings & Investment Limited,India,NSE,INR,Common Stock,INE118A01012,Bajaj Holdings & Investment Ltd.,Financial Services,BAJAJHLDNG,EQ,INE118A01012,500490,Bajaj Holdings & Investment Limited,BAJAJHLDNG,Bajaj Holdings & Investment Ltd,Active,A ,10.00,INE118A01012,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
BAJFINANCE,Bajaj Finance Limited,India,NSE,INR,Common Stock,INE296A01024,Bajaj Finance Ltd.,Financial Services,BAJFINANCE,EQ,INE296A01032,500034,Bajaj Finance Limited,BAJFINANCE,Bajaj Finance Ltd,Active,A ,1.00,INE296A01032,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
BALKRISIND,Balkrishna Industries Limited,India,NSE,INR,Common Stock,INE787D01026,Balkrishna Industries Ltd.,Automobile and Auto Components,BALKRISIND,EQ,INE787D01026,502355,Balkrishna Industries Ltd.,BALKRISIND,Balkrishna Industries Ltd-$,Active,A ,2.00,INE787D01026,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
BALRAMCHIN,Balrampur Chini Mills Limited,India,NSE,INR,Common Stock,INE119A01028,Balrampur Chini Mills Ltd.,Fast Moving Consumer Goods,BALRAMCHIN,EQ,INE119A01028,500038,Balrampur Chini Mills Ltd.,BALRAMCHIN,Balrampur Chini Mills Ltd,Active,A ,1.00,INE119A01028,Sugar,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
BANDHANBNK,Bandhan Bank Limited,India,NSE,INR,Common Stock,INE545U01014,Bandhan Bank Ltd.,Financial Services,BANDHANBNK,EQ,INE545U01014,541153,Bandhan Bank Limited,BANDHANBNK,Bandhan Bank Ltd,Active,A ,10.00,INE545U01014,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
BANKBARODA,Bank of Baroda,India,NSE,INR,Common Stock,INE028A01039,Bank of Baroda,Financial Services,BANKBARODA,EQ,INE028A01039,532134,Bank Of Baroda,BANKBARODA,Bank of Baroda,Active,A ,2.00,INE028A01039,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
BANKINDIA,Bank of India,India,NSE,INR,Common Stock,INE084A01016,Bank of India,Financial Services,BANKINDIA,EQ,INE084A01016,532149,Bank of India,BANKINDIA,Bank of India,Active,A ,10.00,INE084A01016,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
BASF,BASF India Limited,India,NSE,INR,Common Stock,INE373A01013,BASF India Ltd.,Chemicals,BASF,EQ,INE373A01013,500042,BASF India Ltd,BASF,BASF India Ltd,Active,A ,10.00,INE373A01013,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
BATAINDIA,Bata India Limited,India,NSE,INR,Common Stock,INE176A01028,Bata India Ltd.,Consumer Durables,BATAINDIA,EQ,INE176A01028,500043,Bata India Limited,BATAINDIA,Bata India Ltd,Active,A ,5.00,INE176A01028,Footwear,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Footwear
BAYERCROP,Bayer Cropscience Limited,India,NSE,INR,Common Stock,INE462A01022,Bayer Cropscience Ltd.,Chemicals,BAYERCROP,EQ,INE462A01022,506285,Bayer CropScience Limited.,BAYERCROP,Bayer CropScience Ltd,Active,A ,10.00,INE462A01022,Pesticides & Agrochemicals,Equity,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
BBTC,Bombay Burmah Trading Corporation Limited,India,NSE,INR,Common Stock,INE050A01025,Bombay Burmah Trading Corporation Ltd.,Fast Moving Consumer Goods,BBTC,EQ,INE050A01025,501425,Bombay Burmah Trading Corpn. Ltd.,BBTC,Bombay Burmah Trading Corporation Ltd,Active,A ,2.00,INE050A01025,Packaged Foods,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
BDL,Bharat Dynamics Limited,India,NSE,INR,Common Stock,INE171Z01018,Bharat Dynamics Ltd.,Capital Goods,BDL,EQ,INE171Z01026,541143,Bharat Dynamics Limited,BDL,Bharat Dynamics Ltd,Active,A ,5.00,INE171Z01026,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
BEL,Bharat Electronics Limited,India,NSE,INR,Common Stock,,Bharat Electronics Ltd.,Capital Goods,BEL,EQ,INE263A01024,500049,Bharat Electronics Ltd.,BEL,Bharat Electronics Ltd,Active,A ,1.00,INE263A01024,Aerospace & Defense,Equity,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
BEML,BEML Limited,India,NSE,INR,Common Stock,INE258A01016,BEML Ltd.,Capital Goods,BEML,EQ,INE258A01016,500048,BEML Ltd,BEML,BEML Ltd,Active,A ,10.00,INE258A01016,Construction Vehicles,Equity,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
BERGEPAINT,Berger Paints (I) Limited,India,NSE,INR,Common Stock,INE463A01038,Berger Paints India Ltd.,Consumer Durables,BERGEPAINT,EQ,INE463A01038,509480,Berger Paints India Ltd,BERGEPAINT,Berger Paints India Ltd,Active,A ,1.00,INE463A01038,Paints,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
BHARATFORG,Bharat Forge Limited,India,NSE,INR,Common Stock,INE465A01025,Bharat Forge Ltd.,Automobile and Auto Components,BHARATFORG,EQ,INE465A01025,500493,Bharat Forge Ltd,BHARATFORG,Bharat Forge Ltd,Active,A ,2.00,INE465A01025,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
BHARTIARTL,Bharti Airtel Limited,India,NSE,INR,Common Stock,INE397D01024,Bharti Airtel Ltd.,Telecommunication,BHARTIARTL,EQ,INE397D01024,532454,Bharti Airtel  Ltd.,BHARTIARTL,Bharti Airtel Ltd,Active,A ,5.00,INE397D01024,Telecom - Cellular & Fixed line services,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
