Code,Name,Country,Exchange,Currency,Type,Isin,Company Name,Industry_x,Symbol,Series,ISIN Code,Security Code,Issuer Name,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry_y,Instrument,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
INDGN,Indegene Ltd,India,NSE,INR,Common Stock,INE065X01017,Indegene Ltd.,Healthcare,INDGN,EQ,INE065X01017,544172,Indegene Limited,INDGN,Indegene Ltd,Active,A ,2.00,INE065X01017,Healthcare Research- Analytics & Technology,Equity,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology"
INDHOTEL,The Indian Hotels Company Limited,India,NSE,INR,Common Stock,INE053A01029,Indian Hotels Co. Ltd.,Consumer Services,INDHOTEL,EQ,INE053A01029,500850,Indian Hotels Co. Ltd,INDHOTEL,Indian Hotels Company Ltd,Active,A ,1.00,INE053A01029,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
INDIACEM,The India Cements Limited,India,NSE,INR,Common Stock,INE383A01012,India Cements Ltd.,Construction Materials,INDIACEM,EQ,INE383A01012,530005,India Cements Ltd.,INDIACEM,India Cements Ltd,Active,A ,10.00,INE383A01012,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
INDIAMART,Indiamart Intermesh Limited,India,NSE,INR,Common Stock,INE933S01016,Indiamart Intermesh Ltd.,Consumer Services,INDIAMART,EQ,INE933S01016,542726,IndiaMART InterMESH Limited,INDIAMART,IndiaMART InterMESH Ltd,Active,A ,10.00,INE933S01016,Internet & Catalogue Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail
INDIANB,Indian Bank,India,NSE,INR,Common Stock,INE562A01011,Indian Bank,Financial Services,INDIANB,EQ,INE562A01011,532814,Indian Bank,INDIANB,Indian Bank,Active,A ,10.00,INE562A01011,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
INDIGO,InterGlobe Aviation Limited,India,NSE,INR,Common Stock,INE646L01027,InterGlobe Aviation Ltd.,Services,INDIGO,EQ,INE646L01027,539448,InterGlobe Aviation Limited,INDIGO,InterGlobe Aviation Ltd,Active,A ,10.00,INE646L01027,Airline,Equity,Services,Services,Transport Services,Airline
INDUSINDBK,IndusInd Bank Limited,India,NSE,INR,Common Stock,INE095A01012,IndusInd Bank Ltd.,Financial Services,INDUSINDBK,EQ,INE095A01012,532187,IndusInd Bank Ltd.,INDUSINDBK,Indusind Bank Ltd,Active,A ,10.00,INE095A01012,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
INDUSTOWER,Indus Towers Limited,India,NSE,INR,Common Stock,INE121J01017,Indus Towers Ltd.,Telecommunication,INDUSTOWER,EQ,INE121J01017,534816,INDUS TOWERS LIMITED,INDUSTOWER,Indus Towers Ltd,Active,A ,10.00,INE121J01017,Telecom - Infrastructure,Equity,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure
INFY,Infosys Limited,India,NSE,INR,Common Stock,INE009A01021,Infosys Ltd.,Information Technology,INFY,EQ,INE009A01021,500209,Infosys Ltd,INFY,Infosys Ltd,Active,A ,5.00,INE009A01021,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
INOXINDIA,INOX India Limited,India,NSE,INR,Common Stock,INE616N01034,INOX India Ltd.,Capital Goods,INOXINDIA,EQ,INE616N01034,544046,INOX India Limited,INOXINDIA,INOX India Ltd,Active,A ,2.00,INE616N01034,Other Industrial Products,Equity,Industrials,Capital Goods,Industrial Products,Other Industrial Products
INOXWIND,Inox Wind Limited,India,NSE,INR,Common Stock,INE066P01011,Inox Wind Ltd.,Capital Goods,INOXWIND,EQ,INE066P01011,539083,Inox Wind Limited,INOXWIND,Inox Wind Ltd,Active,A ,10.00,INE066P01011,Heavy Electrical Equipment,Equity,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
INTELLECT,Intellect Design Arena Limited,India,NSE,INR,Common Stock,INE306R01017,Intellect Design Arena Ltd.,Information Technology,INTELLECT,EQ,INE306R01017,538835,INTELLECT DESIGN ARENA LIMITED,INTELLECT,Intellect Design Arena Ltd,Active,A ,5.00,INE306R01017,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
IOB,Indian Overseas Bank,India,NSE,INR,Common Stock,INE565A01014,Indian Overseas Bank,Financial Services,IOB,EQ,INE565A01014,532388,Indian Overseas Bank,IOB,Indian Overseas Bank,Active,A ,10.00,INE565A01014,Public Sector Bank,Equity,Financial Services,Financial Services,Banks,Public Sector Bank
IOC,Indian Oil Corporation Limited,India,NSE,INR,Common Stock,INE242A01010,Indian Oil Corporation Ltd.,Oil Gas & Consumable Fuels,IOC,EQ,INE242A01010,530965,Indian Oil Corporation Ltd.,IOC,Indian Oil Corporation Ltd,Active,A ,10.00,INE242A01010,Refineries & Marketing,Equity,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Refineries & Marketing
IPCALAB,IPCA Laboratories Limited,India,NSE,INR,Common Stock,INE571A01038,Ipca Laboratories Ltd.,Healthcare,IPCALAB,EQ,INE571A01038,524494,Ipca Laboratories Ltd.,IPCALAB,Ipca Laboratories Ltd,Active,A ,1.00,INE571A01038,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
IRB,IRB Infrastructure Developers Limited,India,NSE,INR,Common Stock,INE821I01022,IRB Infrastructure Developers Ltd.,Construction,IRB,EQ,INE821I01022,532947,IRB Infrastructure Developers Limited,IRB,IRB Infrastructure Developers Ltd,Active,A ,1.00,INE821I01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
IRCON,Ircon International Limited,India,NSE,INR,Common Stock,INE962Y01021,IRCON International Ltd.,Construction,IRCON,EQ,INE962Y01021,541956,IRCON International Ltd,IRCON,IRCON International Ltd,Active,A ,2.00,INE962Y01021,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
IRCTC,Indian Railway Catering And Tourism Corporation Limited,India,NSE,INR,Common Stock,INE335Y01020,Indian Railway Catering And Tourism Corporation Ltd.,Consumer Services,IRCTC,EQ,INE335Y01020,542830,Indian Railway Catering & Tourism Corporation Ltd,IRCTC,Indian Railway Catering and Tourism Corporation Ltd,Active,A ,2.00,INE335Y01020,"Tour, Travel Related Services",Equity,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services"
IREDA,Indian Renewable Energy Development Agency Limited,India,NSE,INR,Common Stock,,Indian Renewable Energy Development Agency Ltd.,Financial Services,IREDA,EQ,INE202E01016,544026,Indian Renewable Energy Development Agency Limited,IREDA,Indian Renewable Energy Development Agency Ltd,Active,A ,10.00,INE202E01016,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution
IRFC,Indian Railway Finance Corporation Limited,India,NSE,INR,Common Stock,INE053F01010,Indian Railway Finance Corporation Ltd.,Financial Services,IRFC,EQ,INE053F01010,543257,Indian Railway Finance Corporation,IRFC,Indian Railway Finance Corporation Ltd,Active,A ,10.00,INE053F01010,Financial Institution,Equity,Financial Services,Financial Services,Finance,Financial Institution
ITC,ITC Limited,India,NSE,INR,Common Stock,INE154A01025,ITC Ltd.,Fast Moving Consumer Goods,ITC,EQ,INE154A01025,500875,ITC Ltd,ITC,ITC Ltd,Active,A ,1.00,INE154A01025,Diversified FMCG,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Diversified FMCG,Diversified FMCG
ITI,ITI Limited,India,NSE,INR,Common Stock,INE248A01017,ITI Ltd.,Telecommunication,ITI,EQ,INE248A01017,523610,ITI Limited (Indian Teleph.Ind.Ltd),ITI,ITI Ltd,Active,A ,10.00,INE248A01017,Telecom -  Equipment & Accessories,Equity,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
J&KBANK,The Jammu & Kashmir Bank Limited,India,NSE,INR,Common Stock,INE168A01041,Jammu & Kashmir Bank Ltd.,Financial Services,J&KBANK,EQ,INE168A01041,532209,Jammu and Kashmir Bank Ltd.,J&KBANK,Jammu & Kashmir Bank Ltd,Active,A ,1.00,INE168A01041,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,India,NSE,INR,Common Stock,INE572A01028,J.B. Chemicals & Pharmaceuticals Ltd.,Healthcare,JBCHEPHARM,EQ,INE572A01036,506943,J.B. Chemicals & Pharmaceuticals Lt,JBCHEPHARM,JB Chemicals & Pharmaceuticals Ltd,Active,A ,1.00,INE572A01036,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
JBMA,JBM Auto Limited,India,NSE,INR,Common Stock,INE927D01051,JBM Auto Ltd.,Automobile and Auto Components,JBMA,EQ,INE927D01051,532605,JBM Auto Limited,JBMA,JBM Auto Ltd,Active,A ,1.00,INE927D01051,Auto Components & Equipments,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
JINDALSAW,Jindal Saw Limited,India,NSE,INR,Common Stock,INE324A01024,Jindal Saw Ltd.,Capital Goods,JINDALSAW,EQ,INE324A01032,500378,Jindal Saw Ltd.,JINDALSAW,Jindal Saw Ltd,Active,A ,1.00,INE324A01032,Iron & Steel Products,Equity,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
JINDALSTEL,Jindal Steel & Power Limited,India,NSE,INR,Common Stock,INE749A01030,Jindal Steel Ltd.,Metals & Mining,JINDALSTEL,EQ,INE749A01030,532286,JINDAL STEEL LIMITED,JINDALSTEL,Jindal Steel Ltd,Active,A ,1.00,INE749A01030,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
JIOFIN,JIO Financial Services Ltd,India,NSE,INR,Common Stock,INE758E01017,Jio Financial Services Ltd.,Financial Services,JIOFIN,EQ,INE758E01017,543940,Jio Financial Services Limited,JIOFIN,Jio Financial Services Ltd,Active,A ,10.00,INE758E01017,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
JKCEMENT,JK Cement Limited,India,NSE,INR,Common Stock,INE823G01014,J.K. Cement Ltd.,Construction Materials,JKCEMENT,EQ,INE823G01014,532644,J.K. CEMENT LTD,JKCEMENT,JK Cement Ltd,Active,A ,10.00,INE823G01014,Cement & Cement Products,Equity,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
JKTYRE,JK Tyre & Industries Limited,India,NSE,INR,Common Stock,INE573A01042,JK Tyre & Industries Ltd.,Automobile and Auto Components,JKTYRE,EQ,INE573A01042,530007,JK Tyre & Industries Ltd.,JKTYRE,JK Tyre & Industries Ltd,Active,A ,2.00,INE573A01042,Tyres & Rubber Products,Equity,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
JMFINANCIL,JM Financial Limited,India,NSE,INR,Common Stock,INE780C01023,JM Financial Ltd.,Financial Services,JMFINANCIL,EQ,INE780C01023,523405,JM Financial Limited,JMFINANCIL,JM Financial Ltd-$,Active,A ,1.00,INE780C01023,Holding Company,Equity,Financial Services,Financial Services,Finance,Holding Company
JPPOWER,Jaiprakash Power Ventures Limited,India,NSE,INR,Common Stock,INE351F01018,Jaiprakash Power Ventures Ltd.,Power,JPPOWER,EQ,INE351F01018,532627,Jaiprakash Power Ventures Limited,JPPOWER,Jaiprakash Power Ventures Ltd,Active,A ,10.00,INE351F01018,Power Generation,Equity,Utilities,Power,Power,Power Generation
JSL,Jindal Stainless Limited,India,NSE,INR,Common Stock,INE220G01021,Jindal Stainless Ltd.,Metals & Mining,JSL,EQ,INE220G01021,532508,Jindal Stainless Limited,JSL,Jindal Stainless Ltd,Active,A ,2.00,INE220G01021,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
JSWENERGY,JSW Energy Limited,India,NSE,INR,Common Stock,INE121E01018,JSW Energy Ltd.,Power,JSWENERGY,EQ,INE121E01018,533148,JSW Energy Limited,JSWENERGY,JSW Energy Ltd,Active,A ,10.00,INE121E01018,Power Generation,Equity,Utilities,Power,Power,Power Generation
JSWHL,JSW Holdings Limited,India,NSE,INR,Common Stock,INE824G01012,JSW Holdings Ltd.,Financial Services,JSWHL,EQ,INE824G01012,532642,JSW Holdings Limited,JSWHL,JSW Holdings Ltd,Active,A ,10.00,INE824G01012,Investment Company,Equity,Financial Services,Financial Services,Finance,Investment Company
JSWINFRA,JSW Infrastructure Limited,India,NSE,INR,Common Stock,INE880J01026,JSW Infrastructure Ltd.,Services,JSWINFRA,EQ,INE880J01026,543994,JSW Infrastructure Limited,JSWINFRA,JSW Infrastructure Ltd,Active,A ,2.00,INE880J01026,Port & Port services,Equity,Services,Services,Transport Infrastructure,Port & Port services
JSWSTEEL,JSW Steel Limited,India,NSE,INR,Common Stock,INE019A01038,JSW Steel Ltd.,Metals & Mining,JSWSTEEL,EQ,INE019A01038,500228,JSW Steel Limited,JSWSTEEL,JSW Steel Ltd,Active,A ,1.00,INE019A01038,Iron & Steel,Equity,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
JUBLFOOD,Jubilant Foodworks Limited,India,NSE,INR,Common Stock,INE797F01020,Jubilant Foodworks Ltd.,Consumer Services,JUBLFOOD,EQ,INE797F01020,533155,Jubilant Foodworks Limited,JUBLFOOD,Jubilant FoodWorks Ltd,Active,A ,2.00,INE797F01020,Restaurants,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Restaurants
JUBLINGREA,Jubilant Ingrevia Limited,India,NSE,INR,Common Stock,INE0BY001018,Jubilant Ingrevia Ltd.,Chemicals,JUBLINGREA,EQ,INE0BY001018,543271,Jubilant Ingrevia Limited,JUBLINGREA,Jubilant Ingrevia Ltd,Active,A ,1.00,INE0BY001018,Specialty Chemicals,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
JUBLPHARMA,Jubilant Pharmova Limited,India,NSE,INR,Common Stock,INE700A01033,Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA,EQ,INE700A01033,530019,JUBILANT PHARMOVA LIMITED,JUBLPHARMA,Jubilant Pharmova Ltd,Active,A ,1.00,INE700A01033,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
JUSTDIAL,Just Dial Limited,India,NSE,INR,Common Stock,INE599M01018,Justdial Ltd.,Consumer Services,JUSTDIAL,EQ,INE599M01018,535648,Just Dial Limited,JUSTDIAL,Just Dial Ltd,Active,A ,10.00,INE599M01018,Internet & Catalogue Retail,Equity,Consumer Discretionary,Consumer Services,Retailing,Internet & Catalogue Retail
JWL,Jupiter Wagons Limited,India,NSE,INR,Common Stock,INE209L01016,Jupiter Wagons Ltd.,Capital Goods,JWL,EQ,INE209L01016,533272,JUPITER WAGONS LIMITED,JWL,Jupiter Wagons Ltd,Active,A ,10.00,INE209L01016,Railway Wagons,Equity,Industrials,Capital Goods,Industrial Manufacturing,Railway Wagons
JYOTHYLAB,Jyothy Labs Limited,India,NSE,INR,Common Stock,INE668F01031,Jyothy Labs Ltd.,Fast Moving Consumer Goods,JYOTHYLAB,EQ,INE668F01031,532926,JYOTHY LABS LIMITED,JYOTHYLAB,Jyothy Labs Ltd,Active,A ,1.00,INE668F01031,Household Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Household Products
JYOTICNC,Jyoti CNC Automation Limited,India,NSE,INR,Common Stock,INE980O01024,Jyoti CNC Automation Ltd.,Capital Goods,JYOTICNC,EQ,INE980O01024,544081,Jyoti CNC Automation Limited,JYOTICNC,Jyoti CNC Automation Ltd,Active,A ,2.00,INE980O01024,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
KAJARIACER,Kajaria Ceramics Limited,India,NSE,INR,Common Stock,INE217B01036,Kajaria Ceramics Ltd.,Consumer Durables,KAJARIACER,EQ,INE217B01036,500233,Kajaria Ceramics Ltd,KAJARIACER,Kajaria Ceramics Ltd,Active,A ,1.00,INE217B01036,Ceramics,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Ceramics
KALYANKJIL,Kalyan Jewellers India Limited,India,NSE,INR,Common Stock,INE303R01014,Kalyan Jewellers India Ltd.,Consumer Durables,KALYANKJIL,EQ,INE303R01014,543278,Kalyan Jewellers India Limited,KALYANKJIL,Kalyan Jewellers India Ltd,Active,A ,10.00,INE303R01014,Gems- Jewellery And Watches,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
KANSAINER,Kansai Nerolac Paints Limited,India,NSE,INR,Common Stock,INE531A01024,Kansai Nerolac Paints Ltd.,Consumer Durables,KANSAINER,EQ,INE531A01024,500165,Kansai Nerolac Paints,KANSAINER,Kansai Nerolac Paints Ltd,Active,A ,1.00,INE531A01024,Paints,Equity,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
KARURVYSYA,Karur Vysya Bank Limited,India,NSE,INR,Common Stock,INE036D01028,Karur Vysya Bank Ltd.,Financial Services,KARURVYSYA,EQ,INE036D01028,590003,Karur Vysya Bank Ltd.,KARURVYSYA,Karur Vysya Bank Ltd,Active,B ,2.00,INE036D01028,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
KAYNES,Kaynes Technology India Limited,India,NSE,INR,Common Stock,INE918Z01012,Kaynes Technology India Ltd.,Capital Goods,KAYNES,EQ,INE918Z01012,543664,KAYNES TECHNOLOGY INDIA LIMITED,KAYNES,Kaynes Technology India Ltd,Active,A ,10.00,INE918Z01012,Industrial Products,Equity,Industrials,Capital Goods,Industrial Manufacturing,Industrial Products
KEC,KEC International Limited,India,NSE,INR,Common Stock,INE389H01022,Kec International Ltd.,Construction,KEC,EQ,INE389H01022,532714,KEC International Ltd.,KEC,KEC International Ltd,Active,A ,2.00,INE389H01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
KEI,KEI Industries Limited,India,NSE,INR,Common Stock,INE878B01027,KEI Industries Ltd.,Capital Goods,KEI,EQ,INE878B01027,517569,KEI Industries Ltd.,KEI,KEI Industries Ltd,Active,A ,2.00,INE878B01027,Cables - Electricals,Equity,Industrials,Capital Goods,Industrial Products,Cables - Electricals
KFINTECH,Kfin Technologies Limited,India,NSE,INR,Common Stock,INE138Y01010,Kfin Technologies Ltd.,Financial Services,KFINTECH,EQ,INE138Y01010,543720,KFin Technologies Limited,KFINTECH,KFin Technologies Ltd,Active,A ,10.00,INE138Y01010,Depositories- Clearing Houses and Other Intermediaries,Equity,Financial Services,Financial Services,Capital Markets,"Depositories, Clearing Houses and Other Intermediaries"
KIMS,Krishna Institute of Medical Sciences Limited,India,NSE,INR,Common Stock,INE967H01017,Krishna Institute of Medical Sciences Ltd.,Healthcare,KIMS,EQ,INE967H01025,543308,Krishna Institute of Medical Sciences Limited,KIMS,Krishna Institute of Medical Sciences Ltd,Active,A ,2.00,INE967H01025,Hospital,Equity,Healthcare,Healthcare,Healthcare Services,Hospital
KIRLOSBROS,Kirloskar Brothers Limited,India,NSE,INR,Common Stock,INE732A01036,Kirloskar Brothers Ltd.,Capital Goods,KIRLOSBROS,EQ,INE732A01036,500241,Kirloskar Brothers Ltd.,KIRLOSBROS,Kirloskar Brothers Ltd-$,Active,A ,2.00,INE732A01036,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
KIRLOSENG,Kirloskar Oil Engines Limited,India,NSE,INR,Common Stock,INE146L01010,Kirloskar Oil Eng Ltd.,Capital Goods,KIRLOSENG,EQ,INE146L01010,533293,Kirloskar Oil Engines Limited,KIRLOSENG,Kirloskar Oil Engines Ltd,Active,A ,2.00,INE146L01010,Compressors- Pumps & Diesel Engines,Equity,Industrials,Capital Goods,Industrial Products,"Compressors, Pumps & Diesel Engines"
KIRLOSENG,Kirloskar Oil Engines Limited,India,NSE,INR,Common Stock,INE146L01010,Kirloskar Oil Eng Ltd.,Capital Goods,KIRLOSENG,EQ,INE146L01010,534026,Kirloskar Oil Engines Limited,KIROILBBPH,KIROILBBPH,Delisted,B ,2.00,INE146L01010, ,Equity,-,-,-,-
KNRCON,KNR Constructions Limited,India,NSE,INR,Common Stock,INE634I01029,KNR Constructions Ltd.,Construction,KNRCON,EQ,INE634I01029,532942,KNR Constructions Limited,KNRCON,KNR Constructions Ltd,Active,A ,2.00,INE634I01029,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
KOTAKBANK,Kotak Mahindra Bank Limited,India,NSE,INR,Common Stock,INE237A01028,Kotak Mahindra Bank Ltd.,Financial Services,KOTAKBANK,EQ,INE237A01028,500247,Kotak Mahindra Bank Ltd.,KOTAKBANK,Kotak Mahindra Bank Ltd,Active,A ,5.00,INE237A01028,Private Sector Bank,Equity,Financial Services,Financial Services,Banks,Private Sector Bank
KPIL,Kalpataru Projects International Ltd.,India,NSE,INR,Common Stock,INE220B01022,Kalpataru Projects International Ltd.,Construction,KPIL,EQ,INE220B01022,522287,KALPATARU PROJECTS INTERNATIONAL LIMITED,KPIL,Kalpataru Projects International Ltd,Active,A ,2.00,INE220B01022,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
KPITTECH,KPIT Technologies Limited,India,NSE,INR,Common Stock,INE04I401011,KPIT Technologies Ltd.,Information Technology,KPITTECH,EQ,INE04I401011,542651,KPIT Technologies Ltd,KPITTECH,KPIT Technologies Ltd,Active,A ,10.00,INE04I401011,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
KPRMILL,K.P.R. Mill Limited,India,NSE,INR,Common Stock,INE930H01031,K.P.R. Mill Ltd.,Textiles,KPRMILL,EQ,INE930H01031,532889,K.P.R. Mill Ltd.,KPRMILL,K.P.R. Mill Limited,Active,A ,1.00,INE930H01031,Other Textile Products,Equity,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
LALPATHLAB,Dr. Lal Path Labs Ltd.,India,NSE,INR,Common Stock,INE600L01024,Dr. Lal Path Labs Ltd.,Healthcare,LALPATHLAB,EQ,INE600L01024,539524,Dr. Lal Pathlabs Limited,LALPATHLAB,Dr. Lal PathLabs Ltd,Active,A ,10.00,INE600L01024,Healthcare Service Provider,Equity,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
LATENTVIEW,Latent View Analytics Limited,India,NSE,INR,Common Stock,INE0I7C01011,Latent View Analytics Ltd.,Information Technology,LATENTVIEW,EQ,INE0I7C01011,543398,Latent View Analytics Limited,LATENTVIEW,Latent View Analytics Ltd,Active,A ,1.00,INE0I7C01011,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
LAURUSLABS,Laurus Labs Limited,India,NSE,INR,Common Stock,INE947Q01028,Laurus Labs Ltd.,Healthcare,LAURUSLABS,EQ,INE947Q01028,540222,Laurus Labs Limited,LAURUSLABS,Laurus Labs Ltd,Active,A ,2.00,INE947Q01028,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
LEMONTREE,Lemon Tree Hotels Limited,India,NSE,INR,Common Stock,INE970X01018,Lemon Tree Hotels Ltd.,Consumer Services,LEMONTREE,EQ,INE970X01018,541233,Lemon Tree Hotels Limited,LEMONTREE,Lemon Tree Hotels Ltd,Active,A ,10.00,INE970X01018,Hotels & Resorts,Equity,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
LICHSGFIN,LIC Housing Finance Limited,India,NSE,INR,Common Stock,INE115A01026,LIC Housing Finance Ltd.,Financial Services,LICHSGFIN,EQ,INE115A01026,500253,Lic Housing Finance Ltd.,LICHSGFIN,LIC Housing Finance Ltd,Active,A ,2.00,INE115A01026,Housing Finance Company,Equity,Financial Services,Financial Services,Finance,Housing Finance Company
LICI,Life Insurance Corporation Of India,India,NSE,INR,Common Stock,INE0J1Y01017,Life Insurance Corporation of India,Financial Services,LICI,EQ,INE0J1Y01017,543526,LIFE INSURANCE CORPORATION OF INDIA,LICI,Life Insurance Corporation of India,Active,A ,10.00,INE0J1Y01017,Life Insurance,Equity,Financial Services,Financial Services,Insurance,Life Insurance
LINDEINDIA,Linde India Limited,India,NSE,INR,Common Stock,INE473A01011,Linde India Ltd.,Chemicals,LINDEINDIA,EQ,INE473A01011,523457,Linde India Limited,LINDEINDIA,Linde India Ltd,Active,A ,10.00,INE473A01011,Industrial Gases,Equity,Commodities,Chemicals,Chemicals & Petrochemicals,Industrial Gases
LLOYDSME,LLOYDS METALS AND ENERGY LTD.,India,NSE,INR,Common Stock,INE281B01032,Lloyds Metals And Energy Ltd.,Metals & Mining,LLOYDSME,EQ,INE281B01032,512455,Lloyds Metals and Energy Limited,LLOYDSME,Lloyds Metals and Energy Ltd,Active,A ,1.00,INE281B01032,Industrial Minerals,Equity,Commodities,Metals & Mining,Minerals & Mining,Industrial Minerals
LODHA,Macrotech Developers Limited,India,NSE,INR,Common Stock,INE670K01029,Lodha Developers Ltd.,Realty,LODHA,EQ,INE670K01029,543287,Lodha Developers Limited,LODHA,Lodha Developers Ltd,Active,A ,10.00,INE670K01029,Residential- Commercial Projects,Equity,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
LT,Larsen & Toubro Limited,India,NSE,INR,Common Stock,INE018A01030,Larsen & Toubro Ltd.,Construction,LT,EQ,INE018A01030,500510,Larsen & Toubro Limited,LT,Larsen & Toubro Ltd,Active,A ,2.00,INE018A01030,Civil Construction,Equity,Industrials,Construction,Construction,Civil Construction
LTF,L&T Finance Limited,India,NSE,INR,Common Stock,,L&T Finance Ltd.,Financial Services,LTF,EQ,INE498L01015,533519,L&T Finance Limited,LTF,L&T Finance Ltd,Active,A ,10.00,INE498L01015,Non Banking Financial Company (NBFC),Equity,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
LTFOODS,LT Foods Limited,India,NSE,INR,Common Stock,INE818H01020,LT Foods Ltd.,Fast Moving Consumer Goods,LTFOODS,EQ,INE818H01020,532783,LT Foods Limited,LTFOODS,LT Foods Ltd,Active,A ,1.00,INE818H01020,Other Agricultural Products,Equity,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
LTIM,LTIMindtree Limited,India,NSE,INR,Common Stock,INE214T01019,LTIMindtree Ltd.,Information Technology,LTIM,EQ,INE214T01019,540005,LTIMindtree Limited,LTIM,LTIMindtree Ltd,Active,A ,1.00,INE214T01019,Computers - Software & Consulting,Equity,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
LTTS,L&T Technology Services Limited,India,NSE,INR,Common Stock,INE010V01017,L&T Technology Services Ltd.,Information Technology,LTTS,EQ,INE010V01017,540115,L&T Technology Services Limited,LTTS,L&T Technology Services Ltd,Active,A ,2.00,INE010V01017,IT Enabled Services,Equity,Information Technology,Information Technology,IT - Services,IT Enabled Services
LUPIN,Lupin Limited,India,NSE,INR,Common Stock,INE326A01037,Lupin Ltd.,Healthcare,LUPIN,EQ,INE326A01037,500257,Lupin Ltd,LUPIN,Lupin Ltd,Active,A ,2.00,INE326A01037,Pharmaceuticals,Equity,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
M&M,Mahindra & Mahindra Limited,India,NSE,INR,Common Stock,INE101A01026,Mahindra & Mahindra Ltd.,Automobile and Auto Components,M&M,EQ,INE101A01026,500520,Mahindra & Mahindra Ltd.,M&M,Mahindra & Mahindra Ltd,Active,A ,5.00,INE101A01026,Passenger Cars & Utility Vehicles,Equity,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
