company,date,sec_code,Revenue,PAT,EBITDA,EPS Basic,EPS Diluted,Operating Margin,Earnings,file_url
Anant Raj Ltd-$,2023-10-21T20:05:53.527,515055,332.28,60.37,,1.85,1.85,,60.37,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b93b62d5-64a9-4e89-abfe-c2ca9b2f169b.pdf
Angel One Ltd,2023-10-12T17:57:25.09,543235,10479,3045,,36.31,35.71,37.94,3045,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9d3a41a7-c23d-4399-831e-174f774b2663.pdf
Apar Industries Ltd,2023-10-26T13:00:38.723,532259,3925.98,173.88,,45.44,45.44,,173.88,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f08896a3-5195-4d99-922c-d875955160d3.pdf
Asian Paints Ltd,2023-10-26T13:48:00.827,500820,8478.57,1232.39,,12.57,12.57,20.3,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7c6f3d67-d24f-4367-8159-8bfa7d33b669.pdf
Astral Ltd,2023-10-19T16:12:10.38,532830,13630,1317,,4.88,4.88,,1312,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6f5cbe77-6240-4d1c-8f28-b00eaf59a039.pdf
Atul Ltd,2023-10-20T13:39:12.357,500027,1193.71,91.23,,30.60,30.60,,91.23,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=60913735-4064-4169-8fd1-34e94eeebc7e.pdf
Authum Investment & Infrastructure Ltd,2023-10-20T12:30:41.56,539177,2151.75,1939.81,,114.21,114.21,,1939.81,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8bf7e0b4-4a0d-4d08-99e1-316d8c0f7768.pdf
Avenue Supermarts Ltd,2023-10-14T12:47:37.127,540376,12624.37,623.35,,9.58,9.57,,623.35,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=302f8e90-2b60-45cf-a599-1eaf18070c7a.pdf
AXIS Bank Ltd,2023-10-25T16:02:19.823,532215,33122.23,6204.15,,20.14,20.02,,6204.15,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3568e067-46db-4e20-bc88-5447416fabed.pdf
Bajaj Auto Ltd,2023-10-18T16:48:36.36,532977,10838.24,2020.05,2133,71.4,71.4,19.8,2020.05,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e08925ef-91c3-4627-ac46-cf67dd16c04f.pdf
Bajaj Finance Ltd,2023-10-17T15:53:41.933,500034,13378.26,3550.80,,58.67,58.45,,3550.80,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=30fb5fe1-8f30-4723-a0b9-22aa0a1b930e.pdf
Bajaj Finserv Ltd,2023-10-27T13:13:22.443,532978,26022.66,1928.96,,12.1,12.0,,1928.96,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b693d02c-1ed4-4e91-a6dd-cb8d65ec0d79.pdf
Bajaj Holdings & Investment Ltd,2023-10-27T15:59:03.53,500490,224.73,1491.16,,134.0,134.0,,1491.16,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6f21f44a-1c64-4893-a2fb-77be07bb2600.pdf
Balkrishna Industries Ltd-$,2023-10-21T16:14:17.35,502355,225319,34794,,17.97,17.97,16.52,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=65b67e53-1a5d-4599-b658-9bd72db7bca1.pdf
Bandhan Bank Ltd,2023-10-18T15:30:39.497,541153,503218.87,72116.58,,4.47,4.47,,72116.58,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=456fd53a-48aa-4d34-94b4-36a481c4c98d.pdf
Bank of Maharashtra,2023-10-16T13:46:51.657,532525,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2c2afbac-692f-4ac6-924d-d0f1df1f0bdd.pdf
Bharat Electronics Ltd,2023-10-28T12:32:13.697,500049,400906,78971,,1.08,1.08,,78971,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2171f8b4-668a-47be-9583-a99f8597ccd2.pdf
Bharat Petroleum Corporation Ltd,2023-10-27T19:30:47.987,500547,116657.34,8243.55,,38.71,38.71,9.14,8243.55,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5052a197-ceb6-411b-868f-67f302e51f99.pdf
Bharti Airtel Ltd,2023-10-31T16:53:14.9,532454,370438,13407,196650,2.36,2.31,53.1,13407,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f8e1944c-375e-4ece-92a7-bd4daaa4807e.pdf
Birlasoft Ltd,2023-10-31T18:12:57.747,532400,13098.75,1450.77,,5.24,5.18,,1450.77,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3fa3616a-2677-430b-81f1-13dfa2b60ca4.pdf
Blue Dart Express Ltd,2023-10-27T18:40:04.97,526612,13245,713,,30.04,30.04,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=00b9e5f2-550e-40ff-a54a-7ace9cfb9315.pdf
Blue Star Ltd,2023-10-30T15:46:20.31,500067,1890.40,70.77,,3.55,3.55,6.49,70.77,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9641f259-da74-4208-a331-6e87a1c2ad8a.pdf
C.E. Info Systems Ltd,2023-10-31T16:09:21.053,543425,9108,3309,,6.11,6.07,,3309,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=325280ec-5eb1-4946-a874-694fcce15c54.pdf
CG Power and Industrial Solutions Ltd,2023-10-20T13:47:31.72,500093,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7c699c99-86b4-44c1-ac17-a0d7ff796b67.pdf
Can Fin Homes Ltd,2023-10-17T21:02:52.667,511196,87103.61,15807.44,,11.87,11.87,,15807.44,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6aa42d9e-27b2-4ec8-8f06-82eeb12ab817.pdf
Canara Bank,2023-10-26T13:06:58.923,532483,33891.21,3797.67,,20.93,20.93,,3797.67,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3e7d175a-cafc-4cd5-bad9-4f6d76de8411.pdf
Carborundum Universal Ltd,2023-10-27T13:34:34.02,513375,114634,10388,,5.36,5.35,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=77faad4a-6f24-4b1e-b692-b3fd27ca39bf.pdf
Castrol India Ltd,2023-10-30T16:49:35.61,500870,1182.92,194.42,,1.97,1.97,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=059a0215-48c8-42c2-aa56-40b446ddb6af.pdf
Ceat Ltd,2023-10-16T18:24:01.62,500878,305332,20772,,51.42,51.42,15.12,20772,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ab87a70b-29d2-44b4-8af0-90f5c6ff591a.pdf
Central Bank of India,2023-10-20T17:39:09.57,532885,843851,62195,,0.72,0.72,18.20,62195,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4722c2c9-a53d-436f-82fc-a894f0ec39bd.pdf
Chennai Petroleum Corporation Ltd,2023-10-25T17:07:33.557,500110,20000.70,1190.56,,79.95,79.95,9.92,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c1cdd5c0-0084-41a6-b9e0-b4e86f2a50e4.pdf
Cipla Ltd,2023-10-27T13:46:10.85,500087,6678.15,1155.37,,14.01,14.00,,1155.37,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cfb66a46-c815-4262-9468-0fd25847cd67.pdf
Coforge Ltd,2023-10-19T07:17:34.587,532541,22762,1879,3474,29.59,28.98,,1879,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=75b0345b-729f-4530-b393-20d151cc3713.pdf
Colgate Palmolive (India) Ltd,2023-10-26T15:54:35.493,500830,146238,34005,,12.50,12.50,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=88d8b1ae-ef2a-438e-82e0-243399011d0f.pdf
Coromandel International Ltd,2023-10-26T14:53:06.21,506395,6986.33,754.59,,25.72,25.69,15.24,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0f54f48f-a70b-4d7e-85f4-6fa8aeca2333.pdf
Craftsman Automation Ltd,2023-10-30T13:07:05.853,543276,117906,10449,,44.10,44.10,,10449,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=065bc933-75e0-4360-939b-8b947843cfe8.pdf
Cyient Ltd,2023-10-19T16:08:44.327,532175,17785,1783,,16.61,16.11,,1783,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=113224fb-42a1-4025-bf0e-3d66166fe24a.pdf
DCM Shriram Ltd,2023-10-30T18:32:19.32,523367,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=17c225d4-9376-476b-8dcc-e53d51b3abd8.pdf
DLF Ltd,2023-10-30T16:11:08.51,532868,1347.68,621.89,,2.52,2.52,,621.89,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b0539133-55fd-4017-9b9a-78e516910b45.pdf
Dalmia Bharat Ltd,2023-10-14T19:36:02.877,542216,3149,123,,6.30,6.29,,123,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c2e522e3-74e1-4606-a953-2dc680deb135.pdf
Dixon Technologies (India) Ltd,2023-10-26T16:07:57.67,540699,4943,113,200,19.04,18.96,4.0,113,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3cda005d-5a02-4ed2-9bff-b69001041525.pdf
Dr Reddys Laboratories Ltd,2023-10-27T15:30:47.663,500124,68802,14800,21813,88.96,88.78,31.7,14800,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f6ca1f75-4b07-4e2b-8aba-7b90ba24aa53.pdf
Elecon Engineering Company Ltd,2023-10-20T12:17:09.9,505700,48500,8857,21900,7.89,7.89,24.5,8857,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fb80189a-291f-4d42-ba9e-57734ce5b659.pdf
Federal Bank Ltd,2023-10-16T12:39:22.84,500469,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=86cae6c8-4ed7-417a-903a-d1f285175584.pdf
Finolex Industries Ltd,2023-10-21T17:53:53.34,500940,883.15,110.88,,1.52,1.52,,110.88,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=08169972-02f2-4500-87c0-7b5426c76546.pdf
Five-Star Business Finance Ltd,2023-10-31T16:12:42.247,543663,51881.67,19938.93,,6.85,6.77,,19938.93,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=843d280d-5600-4808-8010-bfb7def42a3f.pdf
Gail (India) Ltd,2023-10-31T14:15:16.04,532155,33049.68,2442.18,4710.53,3.72,3.72,8.64,2442.18,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8382b880-0527-452e-9edd-84738e2d21e2.pdf
GMR Airports Ltd,2023-10-30T17:37:28.617,532754,2063.50,-190.35,848.14,,,,-190.35,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=552abc82-d86c-4b58-9645-75f598ff22c4.pdf
Gillette India Ltd,2023-10-31T12:40:24.923,507815,66755,9269,,28.44,28.44,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bdd45ab2-8e72-4b1e-a76d-ce323273e4dd.pdf
Gravita India Ltd,2023-10-31T17:02:04.583,533282,836.18,58.84,,8.52,8.52,,58.84,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=eb9ab9e7-2ccd-4688-9c08-b89888fede69.pdf
Great Eastern Shipping Company Ltd,2023-10-27T19:35:45.35,500620,1229.02,594.66,,41.65,41.57,52.35,594.66,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6d16f9cd-8289-4219-8efa-424e753e2327.pdf
HCL Technologies Ltd,2023-10-12T17:47:38.193,532281,26672,3833,,14.15,14.13,,3833,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f258064f-30be-49bf-96a2-588ecdec67e5.pdf
HDFC Asset Management Company Ltd,2023-10-12T13:48:16.557,541729,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4890841c-580f-4d38-9a16-0b7de2866850.pdf
HDFC Life Insurance Company Ltd,2023-10-13T14:06:26.683,540777,2297427,37677,,1.75,1.75,,37677,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8545f032-d2a4-4e33-ab28-630740fc4bb4.pdf
HFCL Ltd,2023-10-19T16:31:01.153,500183,1111.49,70.17,,0.50,0.50,,70.17,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=aae9ef8a-07d5-4be0-8833-276e9766fd89.pdf
Happiest Minds Technologies Ltd,2023-10-17T22:23:37.37,543227,40662,5846,10482,3.92,3.90,0.20,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2eda15a7-b9b1-476f-a5dc-33d9c98c18e0.pdf
Havells India Ltd,2023-10-19T17:09:48.27,517354,3900.33,249.08,,3.97,3.97,,249.08,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6b7cc8a6-0af1-4dc0-9d75-f2c823077835.pdf
Himadri Speciality Chemical Ltd,2023-10-17T19:06:20.71,500184,1004.52,100.62,,2.29,2.29,,100.62,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8e4bcda8-8de8-469e-bb28-64c135f75390.pdf
Hindustan Unilever Ltd,2023-10-19T15:40:55.777,500696,15806,2657,3797,11.30,11.30,24.7,2657,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=560000ac-40d1-4dac-b1ec-58922ec96b19.pdf
Hindustan Zinc Ltd,2023-10-20T14:21:45.093,500188,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=46a63591-5e3c-4098-9f3e-771b8b873e0f.pdf
Home First Finance Company India Ltd,2023-10-26T17:36:54.947,543259,2733.31,743.08,,8.43,8.17,,743.08,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f9331547-e704-4a40-842a-0180c807ad11.pdf
ICICI Bank Ltd,2023-10-21T15:42:05.107,532174,40697.07,10261.00,,14.66,14.40,,10261.00,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1a902e6b-9f55-4651-a6dc-d5db609c00cf.pdf
ICICI Lombard General Insurance Company Ltd,2023-10-18T19:23:02.613,540716,504920,57727,,11.75,11.70,,57727,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ba5e00d4-66f9-4745-8181-289a317d7545.pdf
ICICI Prudential Life Insurance Company Ltd,2023-10-17T18:45:53.837,540133,104260000000,2440000000,,1.70,1.69,,2440000000,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dc8beee0-2e93-4306-86bf-40115a016b88.pdf
IDBI Bank Ltd,2023-10-21T13:59:03.667,500116,7063.66,1385.40,,1.29,1.29,,1385.40,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e27f4ac1-42a2-41f3-a31b-7fb2dba892d1.pdf
IDFC First Bank Ltd,2023-10-28T16:24:55.323,539437,876581,74685,,1.12,1.11,,74685,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=085d0b79-8a1d-4bab-9280-c07b5949a92c.pdf
IIFL Finance Ltd,2023-10-18T16:41:00.963,532636,2475.70,525.52,,12.45,12.28,,525.52,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=05b7c3e4-a2f0-44a9-b42b-9b9aa56b4b17.pdf
IRB Infrastructure Developers Ltd,2023-10-27T17:50:15.41,532947,1875,96,924,0.16,0.16,11.56,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=15e5ce31-b269-463f-ace1-a5a9819feb0b.pdf
ITC Ltd,2023-10-19T20:21:23.177,500875,19270.02,4955.90,,3.93,3.92,,4955.90,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5ea1d868-d1bc-40ef-b3c1-1c1bc135af95.pdf
IndiaMART InterMESH Ltd,2023-10-27T15:19:51.63,542726,2947,694,,11.36,11.34,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ab49fddd-7122-4aca-8a9c-806d3f74dcbc.pdf
Indian Bank,2023-10-26T14:05:02.577,532814,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a5d7e73c-bfc3-41ff-b3bb-07aa3e1783b7.pdf
Indian Hotels Company Ltd,2023-10-27T14:35:12.197,500850,148087,17897,,1.18,1.18,,17897,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=eaf955fe-461b-408d-8d97-733742ffd7f3.pdf
Indian Oil Corporation Ltd,2023-10-31T14:01:28.41,530965,205283.03,13713.08,,9.53,9.53,9.61,13114.30,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3aad80e6-12ab-4c92-bc03-15d6da019f00.pdf
Indian Overseas Bank,2023-10-27T12:54:09.197,532388,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e7c08e1a-852f-4608-90a0-96fb626ea049.pdf
Indus Towers Ltd,2023-10-25T20:39:40.003,534816,71297,12953,35531,4.81,4.81,27.06,12953,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f2dd0f8e-c444-43ed-a3a0-d4fa252dadcc.pdf
Indusind Bank Ltd,2023-10-18T15:52:52.833,532187,1352968,220216,,28.36,28.31,,220216,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fff8209a-9d11-42ef-8699-87a31a91a429.pdf
Inox Wind Ltd,2023-10-27T16:25:21.423,539083,"33,013","-2,656","6,971",-0.90,-0.90,,"-2,656",https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7f62adc5-317f-459c-a402-dfcf864c96ec.pdf
Intellect Design Arena Ltd,2023-10-27T15:54:12.51,538835,6190.47,708.39,,5.20,5.03,,708.39,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d9a9946e-39fd-4f75-8eba-fa6cf1bb5926.pdf
JBM Auto Ltd,2023-10-28T19:29:08.713,532605,1231.01,48.89,,3.74,3.74,,48.89,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6d51b1c1-3ef5-4f33-b29d-164899ad2eb9.pdf
JSW Energy Ltd,2023-10-20T18:55:49.32,533148,3387,,2008,5.18,5.17,59,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=836d9824-f28b-4c39-8e2a-e6dee6d0fad2.pdf
JSW Holdings Ltd,2023-10-31T13:26:10.17,532642,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c50039e6-e104-485b-ac3e-1a53263771eb.pdf
JSW Steel Ltd,2023-10-20T15:21:06.487,500228,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=110be1ac-e579-4993-8f35-fa3dc42a3fe4.pdf
Jammu & Kashmir Bank Ltd,2023-10-20T19:47:05.093,532209,2957.34,383.77,,3.72,3.72,18.09,383.77,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ff46623d-66d2-4e85-827b-2265d9549504.pdf
Jindal Saw Ltd,2023-10-26T14:30:46.46,500378,5466.13,355.55,,11.82,11.82,12.16,355.55,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6a07ec0d-e1a3-4cfb-b784-ac96d6af05a4.pdf
Jindal Stainless Ltd,2023-10-19T15:35:01.173,532508,9797.04,764.03,,9.40,9.40,12.56,764.03,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bb4f563f-0604-4ee5-b6ad-41bf60e7e6de.pdf
Jindal Steel Ltd,2023-10-31T17:07:09.447,532286,14128,1390,2213,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f7f38ba8-3b5e-4c9a-85e2-30c14acd5e35.pdf
Jio Financial Services Ltd,2023-10-16T17:52:00.563,543940,608.04,668.18,,1.05,1.05,,668.18,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3a28daf6-774b-48b8-b89d-b499092d18a1.pdf
Jubilant FoodWorks Ltd,2023-10-25T16:19:31.66,533155,13686.32,972.02,,1.47,1.47,,972.02,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bf287ecb-8ee4-4329-ace7-1c73592927d3.pdf
Jubilant Pharmova Ltd,2023-10-27T14:28:41.78,530019,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=54aee475-ea9d-48bc-b42c-216742b4fdaf.pdf
Jupiter Wagons Ltd,2023-10-29T18:57:39.647,533272,87929.77,8207.54,,2.05,2.05,,8207.54,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0dfb276c-2677-4e8c-884b-e4b5dd5fe74f.pdf
Just Dial Ltd,2023-10-20T20:41:00.557,535648,3406.7,717.9,,8.44,8.44,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=00c9f229-56af-4fea-a3f4-5226d51d0e7c.pdf
KEI Industries Ltd,2023-10-31T18:22:34.077,517569,19465.75,1402.06,,15.54,15.51,,1402.06,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=01d6183f-0580-470b-bcd9-d89c8e9f892b.pdf
KPIT Technologies Ltd,2023-10-30T12:18:45.6,542651,11991.57,1414.01,,5.20,5.16,,1414.01,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b4932376-818e-4180-ab2b-6ed389741f3a.pdf
Kajaria Ceramics Ltd,2023-10-20T14:12:11.043,500233,1121.62,110.82,,6.78,6.78,,107.96,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=75b3571e-4ff3-47eb-ab00-17451d30f33f.pdf
Karur Vysya Bank Ltd,2023-10-16T17:20:13.34,590003,1254,378,,4.72,,,378,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=86118CC7-0D90-4948-9F4F-A8CB54254C6A-172007.pdf
Kaynes Technology India Ltd,2023-10-31T17:10:11.233,543664,3608.45,323.09,,5.55,5.55,,323.09,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2fd83d11-38f2-4e58-9416-96b4aa2cbf2e.pdf
KFin Technologies Ltd,2023-10-20T17:29:20.08,543720,2089.72,613.79,,3.62,3.58,,613.79,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c265ddc1-63c7-4df1-a11d-7d7a01719942.pdf
Kotak Mahindra Bank Ltd,2023-10-21T12:09:31.443,500247,21559.52,4461.04,,22.44,22.43,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=be1afdcb-bbde-4868-8d56-552716d871a2.pdf
L&T Finance Ltd,2023-10-20T18:14:33.487,533519,3213.84,594.22,,2.40,2.39,,594.22,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1de6aaa9-c0f9-4894-afa4-67c1d94f6e27.pdf
L&T Technology Services Ltd,2023-10-17T16:14:36.66,540115,23865,3159,,29.84,29.76,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1bd5463c-a5c6-4509-ad9a-a078abaab196.pdf
LT Foods Ltd,2023-10-30T13:43:32.78,532783,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c3b53748-f613-40f3-b9c9-c25a7b292675.pdf
LTIMindtree Ltd,2023-10-18T17:04:11.86,540005,89054,11623,16313,39.3,39.2,16,11623,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f932b9ef-be9a-4d2a-8d4c-a40fd7ea9add.pdf
Larsen & Toubro Ltd,2023-10-31T18:32:40.103,500510,51024.04,3222.63,5632,22.94,22.92,11.04,3222.63,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=48cba7a8-faf6-467a-b418-87efe34c6f09.pdf
Latent View Analytics Ltd,2023-10-27T20:25:18.41,543398,1556.83,340.25,,1.66,1.64,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5f58fefe-dd93-42df-a02b-de73180cfa6d.pdf
