company,date,sec_code,Revenue,PAT,EBITDA,EPS Basic,EPS Diluted,Operating Margin,Earnings,file_url
Canara Bank,2024-10-29T12:52:52.273,532483,38006.05,4187.76,,4.62,4.62,,4187.76,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3e5b233b-9719-449f-98cd-c63841f19e4b.pdf
Capri Global Capital Ltd,2024-10-29T19:40:54.51,531595,7516.38,969.84,,1.18,1.17,,969.84,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=436b3fc4-d864-40b1-844c-b7b1455b80a0.pdf
Carborundum Universal Ltd,2024-10-30T14:58:52.467,513375,122412,11616,,6.09,6.07,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4a5dc3f9-5842-45e3-8cd7-bfa15219d8df.pdf
Castrol India Ltd,2024-10-24T16:12:32.72,500870,1288,207,,2.10,2.10,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5fe76fde-83d3-409e-aaca-3e5271d4bc0c.pdf
Ceat Ltd,2024-10-17T19:33:49.423,500878,330453,12145,,30.13,30.13,11.13,12145,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6412671c-2f2a-4d17-8497-b826efca099c.pdf
Central Bank of India,2024-10-17T13:34:56.123,532885,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=04d0e674-9856-437f-bef8-9dd98f82e2e1.pdf
Chalet Hotels Ltd,2024-10-24T18:59:51.583,542399,3831.84,-1385.11,1556.46,-6.35,-6.35,,-1385.11,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=eaad8987-b832-4480-960b-993555784c7e.pdf
Chennai Petroleum Corporation Ltd,2024-10-22T20:53:13.127,500110,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2b86acb6-da27-4039-9628-43b101b9afe8.pdf
Cholamandalam Investment and Finance Company Ltd,2024-10-25T15:03:01.007,511243,6255.12,967.80,,11.52,11.49,,967.80,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=36af3ebb-a2b9-4fdc-8aa7-1ac33d8cc408.pdf
Cipla Ltd,2024-10-29T14:19:29.233,500087,7051.02,1305.01,,16.13,16.12,,1305.01,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ec1880ca-aea1-40fd-9e01-61fccc320562.pdf
Colgate Palmolive (India) Ltd,2024-10-24T12:37:02.137,500830,160921,39505,,14.52,14.52,,39505,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0cf80f76-0a96-4d98-93ad-87fd9ebcf541.pdf
Container Corporation of India Ltd,2024-10-29T18:07:16.217,531344,2287.75,366.26,,6.01,6.01,,366.26,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0d54f52a-4e0c-4447-b1e4-544417484e8c.pdf
Coromandel International Ltd,2024-10-24T17:05:04.037,506395,7432.83,659.10,,22.57,22.53,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=438df497-c140-483c-8984-24c74eb05249.pdf
Craftsman Automation Ltd,2024-10-23T13:52:14.43,543276,121395,6169,,27.24,27.24,,6169,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0d148b7d-0380-4779-a9a2-08eed531bf07.pdf
CreditAccess Grameen Ltd,2024-10-25T17:11:02.837,541770,1453.29,185.06,,11.67,11.61,,185.06,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0ffb5901-b20e-4221-9f5e-8f50207bdd61.pdf
Cyient Ltd,2024-10-24T16:39:24.67,532175,18491,1866,,16.28,16.14,,1866,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=95f406a6-58eb-4033-ba0d-5b5996c50ad5.pdf
DCM Shriram Ltd,2024-10-30T18:08:46.667,523367,3130.09,62.92,235.08,4.04,4.04,6.16,258.01,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fb3176bf-ddf6-48b8-b45d-26b2c385233d.pdf
DLF Ltd,2024-10-25T17:59:45.17,532868,1088.06,192.36,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d07f12c2-a3c2-40cd-ac01-c6ad48f4b8c2.pdf
Dabur India Ltd,2024-10-30T15:20:43.377,500096,3028.59,507.04,,1.86,1.85,18.24,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9aa38144-7de2-4e93-a770-25e0000c0f6d.pdf
Dalmia Bharat Ltd,2024-10-19T17:01:36.37,542216,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=29a7544b-e667-4f64-9ad6-f80b1d19b05d.pdf
Deepak Fertilisers & Petrochemicals Corporation Ltd,2024-10-29T15:05:37.257,500645,274672,21407,49400,16.64,16.64,17.99,21407,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f3a47c73-b9c0-40f0-8a52-911fe233f3f7.pdf
Dixon Technologies (India) Ltd,2024-10-24T16:40:04.69,540699,11528,412,420,68.82,68.11,3.7,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=49bd3b3c-f8d8-43de-b133-3c7944b6994a.pdf
Dr. Lal PathLabs Ltd,2024-10-23T15:38:32.69,539524,6602,1308,,15.52,15.48,,1308,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=89ed1f5c-08c9-4005-89c3-0ad10f206af6.pdf
Elecon Engineering Company Ltd,2024-10-18T12:55:02.77,505700,50800,8800,11200,3.91,3.91,22.1,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8de67232-b57f-4252-88c2-564c31c80332.pdf
Engineers India Ltd,2024-10-29T15:09:07.93,532178,68894.26,7689.81,,1.77,1.77,,9963.20,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2c40084d-c6d5-4384-aeed-f2f12fd7ca9a.pdf
Eris Lifesciences Ltd,2024-10-25T13:21:26.34,540596,741.17,96.35,,6.73,6.72,25.44,96.35,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d781a167-448e-4557-bf0e-5f61a1714c69.pdf
Eternal Ltd,2024-10-22T15:35:42.353,543320,4799,176,,0.20,0.20,,176,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0febd679-c4c5-4c8c-839f-09312dd73e65.pdf
Federal Bank Ltd,2024-10-28T18:39:30.363,500469,754123,105669,,4.31,4.27,20.16,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d29fef9a-646f-4e17-9b8c-fa1161c0d33c.pdf
Finolex Industries Ltd,2024-10-24T22:15:29.777,500940,828.43,40.67,,0.66,0.66,,40.67,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d8380ee6-d61c-4767-9cee-abbcec3cd8e8.pdf
Firstsource Solutions Ltd,2024-10-28T13:38:59.433,532809,19326.12,1382.11,,2.01,1.96,10.8,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=78fd3ed8-27c9-438d-b8bf-8b01cbdcdc3a.pdf
Five-Star Business Finance Ltd,2024-10-29T13:56:32.03,543663,70204.95,26793.70,,9.16,9.07,,26793.70,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=51a28225-49a9-40f0-ac2d-62b8fa5c8e26.pdf
GMR Airports Ltd,2024-10-24T20:47:46.847,532754,2495.46,-428.17,961.80,-0.29,-0.29,38.54,-428.17,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8e11e01d-907b-4f90-90b2-938912122674.pdf
Gillette India Ltd,2024-10-28T16:54:28.3,507815,78182,13301,,40.82,40.82,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4c76e94b-4209-49cf-9a58-06e23acae433.pdf
GlaxoSmithKline Pharmaceuticals Ltd,2024-10-29T15:44:28.42,500660,101077,25250,,14.91,14.91,,25250,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d91ea356-37e8-40ac-b25f-2ecf13939fb2.pdf
Go Digit General Insurance Ltd,2024-10-24T15:47:56.813,544179,217549,8947,,0.97,0.96,,8947,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b6ed3816-a096-406c-bae3-83456551def8.pdf
Godawari Power and Ispat Ltd,2024-10-26T15:43:30.643,532734,1267.57,159.39,,12.98,12.88,,159.39,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8289500e-9e2c-4e3c-b31b-bbb7bec17913.pdf
Godrej Agrovet Ltd,2024-10-29T16:12:26.78,540743,2448.75,95.79,,5.84,5.84,9.12,95.79,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dc3ae2e5-caa3-4f35-9f9a-73685953125c.pdf
Godrej Consumer Products Ltd,2024-10-24T16:02:21.347,532424,3666.33,491.31,795.53,4.80,4.80,20.8,491.31,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c2b94123-7db7-4b5f-bed7-3fe3fa597314.pdf
Godrej Properties Ltd,2024-10-23T12:29:36.92,533150,1093.23,333.79,,12.06,12.05,7.24,333.79,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0c930e04-6f81-428f-83f0-3845e60a9035.pdf
Gravita India Ltd,2024-10-21T15:22:52.383,533282,927.42,71.92,,10.66,10.66,,71.92,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1d2aec0f-c5b9-40e2-a529-5c4c60f3a0ac.pdf
Gujarat Fluorochemicals Ltd,2024-10-29T14:11:32.07,542812,1188,121,295,10.99,10.99,17.64,121,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=96660904-bc8e-418f-b51a-4f6734ec2de1.pdf
Gujarat Mineral Development Corporation Ltd,2024-10-22T17:45:58.067,532181,593.01,129.18,,4.07,4.07,,129.18,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=752e48f6-1b4a-4ec8-abbb-b7a3756ad8ee.pdf
HCL Technologies Ltd,2024-10-14T17:19:48.98,532281,28862,4237,,15.62,15.61,,4237,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cfb1dac5-9eaf-455b-a201-2b1a64b62166.pdf
HDFC Asset Management Company Ltd,2024-10-15T14:38:10.05,541729,887.21,576.61,,26.99,26.89,,576.61,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=33821ec9-c0d4-46e9-a1b2-c6ddffd9ffed.pdf
HFCL Ltd,2024-10-21T16:56:13.247,500183,1093.61,73.33,,0.51,0.51,,73.33,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9960052c-f4cb-4ea4-8354-c1124c532b31.pdf
Havells India Ltd,2024-10-17T14:44:48.18,517354,4539.31,,,4.28,4.28,,267.77,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f230bd40-fe3f-4a59-89b3-616ee7c5dfdb.pdf
Himadri Speciality Chemical Ltd,2024-10-16T14:09:48.787,500184,1136.92,135.70,222.68,2.74,2.72,17.88,135.70,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=77fdbd7f-00a1-4500-bf07-33197e3605c0.pdf
Hindustan Petroleum Corporation Ltd,2024-10-25T13:36:28.113,500104,108267.59,142.67,,0.67,0.67,0.73,142.67,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=67c4f14f-da4c-4729-b670-490c8ddffe0d.pdf
Hindustan Zinc Ltd,2024-10-18T14:26:49.167,500188,8004,2327,3329,5.51,5.51,40,2327,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b08d7142-66bf-4b3b-8dd7-fd26bea625c7.pdf
Hitachi Energy India Ltd,2024-10-29T16:15:27.91,543187,1553.8,52.3,126.3,12.34,12.34,8.1,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1e51268f-3b4b-490b-99e9-ef63f809bea0.pdf
Home First Finance Company India Ltd,2024-10-24T16:40:31.557,543259,3742.37,922.25,,10.36,10.07,,922.25,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=563c6a53-655e-4c34-8a92-d214bc3d7a80.pdf
Honeywell Automation India Ltd,2024-10-29T17:24:48.537,517174,10239,1151,,130.18,130.18,,1151,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=25d071e8-de56-401e-8f00-49533d264de8.pdf
Housing & Urban Development Corporation Ltd,2024-10-29T15:10:15.13,540530,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7b770b5b-8cbb-4a7d-a06c-083ed135f7a7.pdf
ICICI Bank Ltd,2024-10-26T14:00:03.653,532174,,11746,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=065fd6b3-a439-45fb-bacd-5294ed3670f0.pdf
ICICI Lombard General Insurance Company Ltd,2024-10-18T17:00:22.66,540716,585065,69395,,14.05,13.88,,69395,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fc0afc80-996e-4d12-a341-8e71bb9e5a43.pdf
ICICI Prudential Life Insurance Company Ltd,2024-10-22T18:11:19.987,540133,252290000000,2517200000,,1.74,1.73,,2517200000,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4d94fef4-c68e-4307-87f7-b82cd73c9057.pdf
IDBI Bank Ltd,2024-10-25T14:44:44.993,500116,8812.79,1860.80,,1.73,1.73,,1860.80,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6dfb436e-fa29-4d3b-94f1-91fc66accd27.pdf
IIFL Finance Ltd,2024-10-23T18:21:31.113,532636,2576.59,-93.07,,-3.72,-3.72,33.17,-93.07,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6ce6451a-a860-4243-b92d-8a82c34c5c19.pdf
IRB Infrastructure Developers Ltd,2024-10-30T15:38:18.367,532947,1752,100,933,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=986fc519-7852-4d9d-ab45-d85ee7ba5d6a.pdf
ITC Ltd,2024-10-24T19:14:09.727,500875,22281.89,5054.43,,3.99,3.99,,5054.43,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d115413d-38cf-4204-8b47-355fbebb1d4a.pdf
IndiaMART InterMESH Ltd,2024-10-19T14:28:14.617,542726,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e1f07135-ff79-4d12-b608-f1f6820c89cc.pdf
Indian Bank,2024-10-28T13:32:19.203,532814,17971.22,2799.70,,20.79,20.79,26.61,2799.70,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e0fa4765-68c4-4442-90a1-820f1070d755.pdf
Indian Energy Exchange Ltd,2024-10-24T16:37:49.25,540750,13939.91,10832.37,,1.22,1.22,,10832.37,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=859afe91-5470-4798-818e-d4e20cb1f30f.pdf
Indian Oil Corporation Ltd,2024-10-28T15:29:00.027,530965,188615.80,-48.78,,-0.12,-0.22,0.04,-48.78,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=920cc0e0-01ba-4f54-91ee-755668846d4c.pdf
Indian Overseas Bank,2024-10-17T15:07:07.693,532388,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4e800fb7-5279-4f15-92cf-c8d2207c0efc.pdf
Indian Renewable Energy Development Agency Ltd,2024-10-10T16:46:57.307,544026,162958.91,38774.96,,1.44,1.44,29.76,38774.96,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=90a9edd6-a46f-47cd-85ea-dd3f33a85478.pdf
Indraprastha Gas Ltd,2024-10-28T16:39:47.2,532514,4088.09,431.09,535.92,6.16,6.16,14,431.09,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=bb878199-7996-42c5-ad83-ab3bb12166e9.pdf
Indus Towers Ltd,2024-10-22T22:13:32.64,534816,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9023dff0-8646-4b98-a818-2fed16cfce2b.pdf
