company,date,sec_code,Revenue,PAT,EBITDA,EPS Basic,EPS Diluted,Operating Margin,Earnings,file_url
Alok Industries Ltd,2024-04-20T19:26:07.95,521070,1469.31,-215.93,,-0.43,-0.43,,-215.93,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4a630c2d-1949-497a-a037-d3aaf9c69ba9.pdf
Ambuja Cements Ltd,2024-05-01T13:33:33.47,500425,8893.99,1525.78,,5.31,4.79,,1525.78,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8a90d3d8-660d-46a4-ac01-3e7e59ccdf46.pdf
Anand Rathi Wealth Ltd,2024-04-12T18:30:02.803,543415,18428.42,5686.10,,13.62,13.60,,5686.10,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=30991259-11e7-4528-82de-cbf9c0eb78d6.pdf
Anant Raj Ltd-$,2024-04-24T20:09:17.197,515055,442.59,84.01,,2.39,2.39,,84.01,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2f3e39b8-af19-4b53-bb18-38121595ff2d.pdf
Angel One Ltd,2024-04-17T18:27:45.983,543235,13585.37,3399.42,,40.48,39.76,35.44,3399.42,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c4414e1a-1ff4-4bd1-a734-026e661948b1.pdf
Atul Ltd,2024-04-26T14:33:02.02,500027,1212.15,58.79,,19.81,19.81,,58.79,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9431fc2f-e124-492b-b646-9875fe5ae302.pdf
AXIS Bank Ltd,2024-04-24T16:29:15.593,532215,37836.10,7599.04,,24.63,24.47,,7599.04,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7c90756f-dc8a-478b-bb26-0bb1cdfa42a7.pdf
Bajaj Auto Ltd,2024-04-18T16:44:59.967,532977,11554.95,2011.43,2307,71.2,71.2,20.1,2011.43,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2d299516-08b7-427d-9ce1-8692c1c86fcf.pdf
Bajaj Finance Ltd,2024-04-25T18:22:43.19,500034,14926.21,3824.53,,61.91,61.70,,3824.53,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=389309e3-3e4e-45eb-94ba-8153d7e985ee.pdf
Bajaj Finserv Ltd,2024-04-26T14:10:22.107,532978,32041.93,2118.53,,13.3,13.2,,2118.53,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=48d14422-85c4-450a-a8a7-52a8ac9d750b.pdf
Bajaj Holdings & Investment Ltd,2024-04-26T17:36:41.74,500490,1221.61,2716.17,,244.1,244.1,,2716.17,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0802f4fe-37f7-497b-9116-028eec6bb1eb.pdf
Bank of Maharashtra,2024-04-26T13:45:35.98,532525,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=392089e9-0b5a-4227-9c8a-e57981af6ac1.pdf
Birlasoft Ltd,2024-04-29T16:00:30.65,532400,13625.48,1800.84,,6.48,6.39,,1800.84,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d0aa5e23-000a-46ba-abde-f073626d140a.pdf
CRISIL Ltd,2024-04-16T13:20:25.027,500092,737.68,137.72,,18.84,18.83,,137.72,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=6be1cd45-827b-491a-b404-43e940f051e5.pdf
Can Fin Homes Ltd,2024-04-29T19:07:20.81,511196,92764.11,20902.98,,15.70,15.70,,20902.98,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=171f051e-0e88-4338-bbfe-5db2893fd9f1.pdf
Castrol India Ltd,2024-04-30T16:44:17.093,500870,1325,216,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8c9a0a51-10c3-4d39-8442-7e554766d2a4.pdf
Central Bank of India,2024-04-30T14:01:53.627,532885,973430,81629,,0.94,0.94,21.29,81629,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8dc7d4e2-da50-4110-8637-d14e11753407.pdf
Chennai Petroleum Corporation Ltd,2024-04-24T12:12:16.28,500110,20822.95,612.38,,41.12,41.12,5.02,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0647e5a2-6983-4352-ba76-be588397b848.pdf
Cholamandalam Investment and Finance Company Ltd,2024-04-30T15:30:17.673,511243,5492,1058,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d65fbf04-b6bb-4105-8bf0-948a808416d4.pdf
Coromandel International Ltd,2024-04-25T15:27:30.937,506395,3912.72,163.91,,5.44,5.44,6.89,163.91,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7eae838e-220b-4e75-a032-be85c2472bb9.pdf
Craftsman Automation Ltd,2024-04-27T13:33:09.55,543276,110534,7053,,29.07,29.07,,7053,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d33f8eb9-a010-4735-b321-fb015955d083.pdf
Cyient Ltd,2024-04-25T16:15:46.577,532175,18608,1969,,17.22,17.07,,1969,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=cb9111c5-eac9-4644-bff8-581f7d66a064.pdf
Dalmia Bharat Ltd,2024-04-24T18:49:33.327,542216,4307,320,,16.80,16.79,,320,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c6e1735b-4ea7-4b84-afe3-fd6277666883.pdf
Elecon Engineering Company Ltd,2024-04-19T14:01:48.95,505700,56462,10365,14740,9.24,9.24,24.5,10365,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=90c911b1-0538-49bf-9a9a-2424afa5ecc7.pdf
Exide Industries Ltd,2024-04-30T13:36:00.143,500086,,,,,,12.9,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e0660868-cc0f-4867-b79f-5740727f1209.pdf
Five-Star Business Finance Ltd,2024-04-30T18:54:19.64,543663,61914.04,23606.11,,8.07,8.01,,23606.11,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=07a23ea8-6a70-43ba-9059-a239ed845f37.pdf
Gillette India Ltd,2024-04-29T17:50:59.87,507815,68074,9909,,30.41,30.41,,9909,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ce452ded-d192-43db-be0f-979a0b85c3bb.pdf
Gravita India Ltd,2024-04-30T17:03:09.597,533282,863.01,69.42,,9.92,9.92,,69.42,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=95fce491-8046-4b0f-b1f2-794e6b18b908.pdf
HCL Technologies Ltd,2024-04-26T17:31:48.677,532281,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b512a8f6-d4a3-461c-9c2b-192756792619.pdf
HDFC Asset Management Company Ltd,2024-04-19T16:06:42.24,541729,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=16014b9f-860f-46fb-9c11-35f095c69c3a.pdf
HDFC Bank Ltd,2024-04-20T14:33:08.687,500180,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c519bb2e-9c54-4d27-a1eb-dc2dd9c09be6.pdf
Havells India Ltd,2024-04-30T16:15:29.877,517354,5442.02,446.70,,7.13,7.13,,446.70,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=423dd05b-6fe8-4914-8ca4-bfe7fb1ecf4a.pdf
Himadri Speciality Chemical Ltd,2024-04-25T18:07:53.417,500184,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=32b35ecc-e429-4370-b06b-64e73419a49c.pdf
Hindustan Unilever Ltd,2024-04-24T16:23:27.327,500696,14693,2406,3435,10.25,10.25,23.4,2406,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3d02bed2-71ef-4e65-90e0-7d98bab0c7eb.pdf
Hindustan Zinc Ltd,2024-04-19T14:32:06.007,500188,7285,2038,,4.82,4.82,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9d433e1b-0035-4365-bf9d-7f1f59ddd9e3.pdf
ICICI Bank Ltd,2024-04-27T16:04:30.297,532174,43597.14,10707.53,,15.26,14.99,,10707.53,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c6823be2-7fb2-40e3-ad4d-cace18332220.pdf
ICICI Lombard General Insurance Company Ltd,2024-04-17T18:10:09.303,540716,516173,51069,,10.47,8.73,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b0caa686-b833-4c92-8ac7-124a38598723.pdf
ICICI Prudential Life Insurance Company Ltd,2024-04-23T18:07:56.173,540133,225870000000,1740000000,,1.21,1.20,,1740000000,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=476b0166-2890-46ad-a036-7755af473e13.pdf
IFCI Ltd,2024-04-30T23:31:23.92,500106,382.89,215.51,,0.87,0.87,64.43,215.51,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=06782a8d-c0eb-4ee0-a7fb-36b46017e4ea.pdf
IndiaMART InterMESH Ltd,2024-04-30T16:07:55.16,542726,3147,996,,16.62,16.58,,996,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b3b58480-3edc-4953-8088-a028419cac55.pdf
Indian Hotels Company Ltd,2024-04-24T18:11:29.573,500850,195146,43833,,2.93,2.93,,43833,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ebc2882c-e2a1-4f77-8ef7-b4634ecacf93.pdf
Indian Oil Corporation Ltd,2024-04-30T14:39:31.373,530965,223649.85,5487.92,,3.74,3.74,3.52,5148.87,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=06d9a824-5a4e-4742-aaa5-6541e289a8e9.pdf
Indian Renewable Energy Development Agency Ltd,2024-04-19T18:03:22.787,544026,139125.07,33737.60,,1.25,1.25,,33737.60,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c0748373-5ad1-452a-bd61-d7334fafaa3a.pdf
Indus Towers Ltd,2024-04-30T21:07:29.58,534816,71932,18531,42111,6.88,6.88,35.28,18531,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=184e7184-23f0-48ea-a791-a3a12c55e973.pdf
Indusind Bank Ltd,2024-04-25T15:53:32.6,532187,1470666,234915,,30.19,30.14,,234915,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=776f9880-e59c-4eb7-adba-f0d55ee1104c.pdf
Infosys Ltd,2024-04-18T16:54:32.727,500209,37923,7975,,19.25,19.22,20.1,7975,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=9a77b5ef-018d-4698-8b0e-25834122977f.pdf
Jaiprakash Power Ventures Ltd,2024-04-27T19:20:59.97,532627,151483,58879,107557,0.69,0.69,,58879,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=29949411-71a8-4485-ad7b-c716eda576c8.pdf
Jio Financial Services Ltd,2024-04-19T17:44:53.873,543940,418.10,310.63,,0.49,0.49,,310.63,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ac2a1b85-8cce-47c9-bc63-a15856b396bc.pdf
Just Dial Ltd,2024-04-17T20:55:30.033,535648,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b0146042-3ae2-4a63-9eda-b2158f53b025.pdf
KPIT Technologies Ltd,2024-04-29T13:18:38.56,542651,13178.00,1659.19,,6.06,6.02,,1659.19,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=45770fb8-59f7-4d41-8039-d02a12d1e636.pdf
KFin Technologies Ltd,2024-04-29T18:48:35.51,543720,2283.41,744.68,,4.36,4.32,,744.68,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2ac23517-f21c-481d-8a64-0ec93dea8fc2.pdf
L&T Finance Ltd,2024-04-27T19:27:54.257,533519,3671.77,553.02,,2.23,2.22,,553.02,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e6dff147-3c0a-433b-921d-68b13a8ec4e4.pdf
L&T Technology Services Ltd,2024-04-25T16:35:05.96,540115,25375,3414,,32.25,32.16,,3414,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c13ce711-0bfd-4553-8362-0e975e8bb826.pdf
LTIMindtree Ltd,2024-04-24T16:27:50.473,540005,88929,11007,15357,37.2,37.1,17.3,11007,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e972c7da-091a-44d9-b2c4-40a3e9bca3c9.pdf
Laurus Labs Ltd,2024-04-25T15:09:16.97,540222,1439.67,75.32,,1.40,1.40,,75.32,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=58a8514d-9069-48e1-afdf-a14d70eb492c.pdf
Lodha Developers Ltd,2024-04-24T18:29:00.683,543287,40185,6670,,6.84,6.81,33.37,6670,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=10cd77d3-940c-45e6-832c-cc0b979ee9ef.pdf
Maruti Suzuki India Ltd,2024-04-26T15:48:48.013,532500,396548,39523,,125.71,125.71,,39523,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=987ffe0b-6de7-4497-b857-16ade74f8bc4.pdf
Mastek Ltd,2024-04-26T22:16:58.59,523704,77973,9441,,29.94,29.70,,9441,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=16055974-14de-4457-b73a-eed66d38ce5a.pdf
Motilal Oswal Financial Services Ltd,2024-04-26T14:58:48.573,532892,214129,72460,,48.61,48.17,,72460,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=61b49b96-cd35-4ce4-94dc-3b7ef7b8529c.pdf
Mphasis Ltd,2024-04-25T23:09:50.423,526299,34120.53,3932.18,,20.82,20.65,,3932.18,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=82651a96-6a5a-407c-8f17-55cfbe501978.pdf
Multi Commodity Exchange of India Ltd,2024-04-23T22:17:37.553,534091,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=4f13f929-1216-4e48-92ce-bea6e30a91f9.pdf
Nestle India Ltd,2024-04-25T12:32:07.67,500790,52675.9,9341.7,,9.69,9.69,,9341.7,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b852dbdb-977f-4eb0-a791-b9c115ddd8a2.pdf
Network 18 Media & Investments Ltd,2024-04-18T18:23:18.407,532798,241928,-20692,,-0.93,-0.93,-7.20,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=28f5f89a-a024-4184-933b-9a9c10f65a76.pdf
Newgen Software Technologies Ltd,2024-04-30T12:40:52.897,540900,37526.80,10526.72,,7.52,7.29,,10526.72,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=17277234-8384-490f-bf02-396286c1cb58.pdf
Nippon Life India Asset Management Ltd,2024-04-24T14:15:07.033,540767,560.57,342.63,,5.45,5.37,,342.63,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=95fa497c-8489-45e7-972a-123b161667f4.pdf
Olectra Greentech Ltd,2024-04-25T17:47:49.293,532439,28881.02,1489.10,,1.67,1.67,,1489.10,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=18987ff1-8bc0-41be-aafb-bae14406a7de.pdf
Oracle Financial Services Software Ltd,2024-04-24T20:01:48.703,532466,16424.36,5601.22,,64.64,64.24,,5601.22,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=dd589136-c824-41d9-85f4-ea4f03282a40.pdf
PNB Housing Finance Ltd,2024-04-29T15:22:33.677,540173,1813.97,439.25,,16.91,16.86,,439.25,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5af603c9-44b6-4cec-be23-90feb36ea15c.pdf
Persistent Systems Ltd,2024-04-21T19:52:14.46,533179,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c31e378a-1692-410d-9f67-c58579919bcb.pdf
Poonawalla Fincorp Ltd,2024-04-29T16:41:32.393,524000,915.00,331.70,,4.31,4.26,,331.70,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e5c71125-ec1f-4ce6-9575-87c28ce6a3bb.pdf
RBL Bank Ltd,2024-04-27T12:10:58.07,540065,421499,36443,,6.03,5.92,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ce8f1326-a09c-4dd6-b484-2e2bf3a0564f.pdf
REC Ltd,2024-04-30T14:38:25.8,532955,12677.18,4079.09,,15.36,15.36,41.02,4079.09,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=77519f9e-2ee9-4bd3-81c3-52ddce267b2d.pdf
Reliance Industries Ltd,2024-04-22T19:00:20.19,500325,240715,21243,42720,28.01,28.01,11.0,21243,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=74747c33-cb00-4cea-b7e1-0f6cb785e47f.pdf
SBFC Finance Ltd,2024-04-27T15:31:33.43,543959,2795.46,736.71,,0.69,0.67,,736.71,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=219a5280-73af-4b81-8dc0-a6c101a91109.pdf
SBI Cards and Payment Services Ltd,2024-04-26T18:12:21.37,543066,4474.57,662.37,,6.97,6.96,,662.37,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=73bcad12-112a-4db3-8ad3-9c79982baf5a.pdf
SBI Life Insurance Company Ltd,2024-04-26T15:59:21.247,540719,3756750,81080,,8.10,8.09,,81080,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=57e0486b-fe31-4d4b-8139-26ee3f57d8d8.pdf
Shriram Finance Ltd,2024-04-26T20:16:37.493,511218,9904.30,2021.28,,53.47,53.36,,2021.28,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0112f044-3199-49ea-945d-3377c12a6a6e.pdf
Sona BLW Precision Forgings Ltd,2024-04-30T16:03:56.61,543300,8841.25,1480.81,,2.54,2.54,,1480.81,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=56fa8ddd-d1e1-4137-8009-a45b192ac33e.pdf
Star Health and Allied Insurance Company Ltd,2024-04-30T11:30:25.587,543412,496832,74232,,2.43,2.39,,74232,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0a3d8f92-5877-48f8-ba79-ac85587d090f.pdf
Sterling and Wilson Renewable Energy Ltd,2024-04-20T17:32:03.747,542760,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=529de91a-64da-44ad-9781-3f3705b543a1.pdf
Supreme Industries Ltd,2024-04-26T13:27:47.183,509930,3007.89,354.82,,27.93,27.93,,354.82,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c9aaf552-f1d2-4eb6-8e8c-2d196b5567d3.pdf
Syngene International Ltd,2024-04-24T19:51:45.703,539268,9916,1886,,4.70,4.69,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7e56a3ee-9c93-47be-8b5d-048c44aa2a2c.pdf
Tanla Platforms Ltd,2024-04-25T21:15:24.447,532790,100551.66,13022.71,,9.69,9.67,,13022.71,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=3b066893-d810-47b4-b7a1-57a3f50a3d7f.pdf
Tata Chemicals Ltd,2024-04-29T17:21:52.87,500770,3475,-841,,-33.36,-33.36,,-841,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b613f85c-e810-46c2-bea9-56aec4e99107.pdf
Tata Communications Ltd,2024-04-17T17:27:01.513,500483,5692,321,1056,11.27,11.27,9.93,321,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=a1560658-b0b9-4224-8503-e63b01cd63f7.pdf
Tata Consultancy Services Ltd,2024-04-12T15:46:36.62,532540,61237,12502,,34.37,34.37,,12502,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=fe8ba7b5-8932-429c-8665-e822ae3a4d0f.pdf
Tata Consumer Products Ltd,2024-04-23T16:18:56.497,500800,,212,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c38a0194-fe08-41ef-a5cd-c60611bad6c4.pdf
Tata Elxsi Ltd,2024-04-23T17:52:16.907,500408,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=77c24def-ad42-4b32-bc78-9df5076fcf2d.pdf
Tata Teleservices (Maharashtra) Ltd,2024-04-25T13:25:07.633,532371,324.90,,139.03,0.85,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=5c354c6d-852e-4902-bf1c-6ba591da135e.pdf
Tech Mahindra Ltd,2024-04-25T15:46:57.773,532755,128713,6642,14078,7.48,7.45,10.9,6610,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=f2118bd5-8da0-419b-8892-faab9fbe51c5.pdf
Tejas Networks Ltd,2024-04-22T19:10:52.283,540595,,,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=aece03b9-f410-48cf-b549-9ee934d8d9f0.pdf
Transformers and Rectifiers (India) Ltd,2024-04-08T15:30:24.763,532928,51270,4162,,2.80,2.80,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=d6adb14f-03b0-49d9-9ac9-0641538efd84.pdf
Trent Ltd,2024-04-29T15:15:53.797,500251,3297.70,712.09,,19.81,19.81,8.89,704.23,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=0d5b95e7-7a4c-4403-be34-4cc46e99bb06.pdf
UCO Bank,2024-04-29T19:38:57.927,532505,694461,52577,,0.44,0.44,14.22,52577,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e5dac973-72b9-4a7b-85c0-dfb92abe72f7.pdf
UTI Asset Management Company Ltd,2024-04-25T19:54:12.733,543238,416.08,181.44,,12.79,12.76,,181.44,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=2812814e-ca42-464c-a7cb-6a1448848e78.pdf
UltraTech Cement Ltd,2024-04-29T14:56:48.943,532538,20418.94,2258.58,4250,78.35,78.29,20,2258.58,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=b242beac-a85a-48c7-8a5e-af777d53d07b.pdf
Usha Martin Ltd,2024-04-26T19:27:22.023,517146,82903,10633,,3.49,3.49,,10633,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=74ec96fd-b061-4ec3-aaa4-7a66a568a21e.pdf
Vedant Fashions Ltd,2024-04-30T17:23:38.913,543463,4744.52,,,4.72,4.75,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=8472f0b4-13b7-42c8-aba2-921213cb7756.pdf
Vedanta Ltd,2024-04-25T15:16:05.6,500295,34937,2275,8969,3.69,3.66,17.90,1549,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=318696d9-1b01-4e48-9db4-ee39ca15a02b.pdf
Welspun Living Ltd,2024-04-25T14:29:47.307,514162,2575.24,146.00,400.13,1.52,1.52,15.3,146.00,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=c4e0e594-2670-4173-b0c4-35cc01e430c1.pdf
Wipro Ltd,2024-04-19T15:43:12.287,507685,222083,28582,,5.43,5.41,,28582,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=e7f686b2-12cc-47a6-8020-10c2ba08a2cc.pdf
Yes Bank Ltd,2024-04-27T13:02:33.49,532648,909960,46729,,0.16,0.16,,46729,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=23814891-266e-4ec1-84c6-ac3a7cabfae2.pdf
Zensar Technologies Ltd,2024-04-25T16:53:59.967,504067,12297,1733,,7.65,7.59,,1733,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=7de35495-1c75-45ad-ad08-26cffab096ba.pdf
3M India Ltd,2024-05-28T14:48:38.69,523395,112472.63,17285.32,24500,153.44,153.44,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=28520ed8-6772-4fb8-8a8e-7cea8e68b86b.pdf
ABB India Ltd,2024-05-10T17:10:10.85,500002,3080.36,459.29,,21.68,21.68,,459.29,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=427fce0c-cdf7-4828-8d71-fba1c759f651.pdf
AIA Engineering Ltd,2024-05-14T15:05:16.83,532683,115021.85,26047.76,,27.63,27.63,,26047.76,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=ec3e8d58-b43f-4885-afbd-23ac306b791d.pdf
APL Apollo Tubes Ltd,2024-05-11T18:28:15.97,533758,4765.74,170.44,,6.14,6.14,,170.44,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1105d519-e4ef-42be-b700-77e9d8b1c63e.pdf
Aadhar Housing Finance Ltd,2024-05-29T18:47:50.733,544176,,750,,,,,,https://www.bseindia.com/stockinfo/AnnPdfOpen.aspx?Pname=1623e3d7-7004-417b-888b-ea074327c5c4.pdf
